claim_ref,policy_no,loss_date,report_date,status,peril_code,region,paid_gbp,outstanding_gbp,incurred_gbp
BRD-2025M11-006727,POL-9250275,2024-12-06,2024-12-17,Closed,WS,London,6119.28,0.00,6119.28
BRD-2025M11-006728,POL-3707836,2025-03-31,2025-04-05,Closed,WS,North,7696.02,0.00,7696.02
BRD-2025M11-006729,POL-1858345,2025-01-25,2025-02-06,Closed,AD,London,1045.38,0.00,1045.38
BRD-2025M11-006730,POL-7700213,2025-01-21,2025-02-13,ClosedWithoutPayment,AD,London,0.00,0.00,0.00
BRD-2025M11-006731,POL-6411548,2024-07-01,2024-07-09,Open,TPPD,Scotland,90.92,16774.14,16865.06
BRD-2025M11-006732,POL-3167913,2025-11-09,2025-11-19,Closed,TPPD,North,6196.14,0.00,6196.14
BRD-2025M11-006733,POL-8603751,2025-09-09,2025-09-15,Closed,AD,Midlands,657.39,0.00,657.39
BRD-2025M11-006734,POL-6369612,2025-08-11,2025-08-28,Closed,TPPD,Scotland,356.97,0.00,356.97
BRD-2025M11-006735,POL-6204994,2025-11-05,2025-11-16,Closed,TPBI,South,356.04,0.00,356.04
BRD-2025M11-006736,POL-6152806,2025-08-27,2025-08-28,Open,TH,North,1147.66,792.51,1940.17
BRD-2025M11-006737,POL-7002901,2025-10-18,2025-10-30,Closed,TPBI,South,1336.25,0.00,1336.25
BRD-2025M11-006738,POL-2657850,2024-09-29,2024-10-21,Open,WS,North,846.42,533.26,1379.68
BRD-2025M11-006739,POL-4046446,2025-06-01,2025-06-03,Open,AD,South,1793.60,1975.13,3768.73
BRD-2025M11-006740,POL-9833299,2025-11-10,2025-11-27,Closed,AD,Scotland,830.37,0.00,830.37
BRD-2025M11-006741,POL-9038455,2025-03-18,2025-03-20,Closed,WS,Scotland,362.95,0.00,362.95
BRD-2025M11-006742,POL-7231718,2025-07-21,2025-07-31,Closed,AD,London,1297.22,0.00,1297.22
BRD-2025M11-006743,POL-7365275,2025-06-22,2025-06-26,Open,AD,London,262.21,359.51,621.72
BRD-2025M11-006744,POL-4596930,2024-12-13,2025-01-03,Closed,WS,South,1201.98,0.00,1201.98
BRD-2025M11-006745,POL-4684159,2024-11-10,2024-11-13,Open,FI,Midlands,173.33,1102.30,1275.63
BRD-2025M11-006746,POL-9302954,2025-08-22,2025-08-29,Open,TPBI,North,52.34,360.22,412.56
BRD-2025M11-006747,POL-4516989,2025-01-16,2025-01-17,Closed,WS,Midlands,1575.25,0.00,1575.25
BRD-2025M11-006748,POL-6131071,2025-08-31,2025-09-06,Open,FI,North,678.83,955.44,1634.27
BRD-2025M11-006749,POL-7702749,2025-01-19,2025-01-26,Closed,TH,London,266.19,0.00,266.19
BRD-2025M11-006750,POL-9611707,2025-01-25,2025-02-14,ClosedWithoutPayment,TPPD,London,0.00,0.00,0.00
BRD-2025M11-006751,POL-2422733,2025-05-18,2025-05-30,Open,TPPD,London,982.97,2520.99,3503.96
BRD-2025M11-006752,POL-8853729,2025-05-07,2025-05-12,Reopened,AD,North,416.04,887.70,1303.74
BRD-2025M11-006753,POL-8083883,2025-10-02,2025-10-12,ClosedWithoutPayment,TPPD,Scotland,0.00,0.00,0.00
BRD-2025M11-006754,POL-2846214,2025-09-18,2025-10-08,Reopened,AD,South,100.61,1722.85,1823.46
BRD-2025M11-006755,POL-7418460,2024-11-08,2024-11-23,Closed,TPPD,Midlands,1713.45,0.00,1713.45
BRD-2025M11-006756,POL-7765594,2025-03-12,2025-03-23,ClosedWithoutPayment,AD,Scotland,0.00,0.00,0.00
BRD-2025M11-006757,POL-2293736,2025-06-18,2025-06-26,Open,AD,Midlands,720.83,339.76,1060.59
BRD-2025M11-006758,POL-4947502,2025-09-01,2025-09-12,Closed,TPPD,Midlands,4333.70,0.00,4333.70
BRD-2025M11-006759,POL-1344283,2024-08-11,2024-08-21,Open,TPPD,London,59.74,224.00,283.74
BRD-2025M11-006760,POL-5459177,2024-12-12,2024-12-14,Open,TH,Scotland,150.66,3773.12,3923.78
BRD-2025M11-006761,POL-5243480,2025-06-18,2025-06-22,Reopened,TPBI,Midlands,395.20,310.74,705.94
BRD-2025M11-006762,POL-5558242,2024-11-26,2024-12-13,Closed,TPPD,Midlands,770.04,0.00,770.04
BRD-2025M11-006763,POL-9153319,2025-11-20,2025-11-30,Closed,AD,South,4486.08,0.00,4486.08
BRD-2025M11-006764,POL-1968562,2025-06-25,2025-08-03,Closed,AD,Midlands,4718.21,0.00,4718.21
BRD-2025M11-006765,POL-7009473,2025-11-27,2025-11-30,Open,TH,Midlands,171.67,124.14,295.81
BRD-2025M11-006766,POL-9195161,2024-10-22,2024-10-22,Open,TH,South,1877.18,1684.65,3561.83
BRD-2025M11-006767,POL-9724705,2025-07-10,2025-07-11,Closed,TPBI,London,3087.94,0.00,3087.94
BRD-2025M11-006768,POL-5972538,2025-07-20,2025-08-30,Closed,TPBI,Scotland,1164.83,0.00,1164.83
BRD-2025M11-006769,POL-6098674,2024-11-20,2024-12-01,Closed,AD,North,1297.51,0.00,1297.51
BRD-2025M11-006770,POL-2930589,2025-05-07,2025-05-13,Open,TPPD,South,1178.56,547.73,1726.29
BRD-2025M11-006771,POL-3259386,2025-05-26,2025-06-08,Closed,AD,South,4814.89,0.00,4814.89
BRD-2025M11-006772,POL-2176711,2025-04-17,2025-04-22,ClosedWithoutPayment,TPPD,Midlands,0.00,0.00,0.00
BRD-2025M11-006773,POL-6610801,2025-06-13,2025-07-04,Closed,TPBI,South,2256.97,0.00,2256.97
BRD-2025M11-006774,POL-3038891,2024-11-20,2024-11-21,Open,TPBI,South,7303.64,3649.72,10953.36
BRD-2025M11-006775,POL-1357296,2025-08-07,2025-08-10,Open,WS,London,214.02,254.79,468.81
BRD-2025M11-006776,POL-4300674,2025-09-05,2025-09-25,Closed,WS,Midlands,2657.99,0.00,2657.99
BRD-2025M11-006777,POL-1645328,2025-02-18,2025-03-14,Closed,AD,London,1214.14,0.00,1214.14
BRD-2025M11-006778,POL-1803433,2024-09-22,2024-10-06,Closed,TH,Scotland,595.09,0.00,595.09
BRD-2025M11-006779,POL-4386195,2025-04-06,2025-04-08,Open,FI,Midlands,170.05,330.21,500.26
BRD-2025M11-006780,POL-9158341,2024-12-25,2024-12-29,ClosedWithoutPayment,WS,South,0.00,0.00,0.00
BRD-2025M11-006781,POL-8712191,2024-12-26,2025-01-01,Closed,AD,Midlands,9101.76,0.00,9101.76
BRD-2025M11-006782,POL-1279982,2025-11-28,2025-11-30,Closed,TPPD,South,823.68,0.00,823.68
BRD-2025M11-006783,POL-4745778,2024-09-18,2024-09-21,ClosedWithoutPayment,AD,South,0.00,0.00,0.00
BRD-2025M11-006784,POL-7769003,2025-08-04,2025-08-11,Closed,AD,Midlands,1356.72,0.00,1356.72
BRD-2025M11-006785,POL-9421379,2025-02-22,2025-03-03,ClosedWithoutPayment,TPBI,South,0.00,0.00,0.00
BRD-2025M11-006786,POL-2787834,2025-08-17,2025-09-02,Closed,AD,London,406.91,0.00,406.91
BRD-2025M11-006787,POL-7721830,2025-09-13,2025-09-18,ClosedWithoutPayment,FI,South,0.00,0.00,0.00
BRD-2025M11-006788,POL-9730595,2024-08-12,2024-08-14,Closed,AD,London,5827.30,0.00,5827.30
BRD-2025M11-006789,POL-4589106,2025-06-28,2025-07-09,Closed,TPPD,London,688.38,0.00,688.38
BRD-2025M11-006790,POL-9478843,2025-04-10,2025-04-29,Reopened,TPBI,Midlands,688.92,456.01,1144.93
BRD-2025M11-006791,POL-2599857,2025-04-15,2025-04-17,Closed,TPBI,London,1783.90,0.00,1783.90
BRD-2025M11-006792,POL-5908589,2025-08-11,2025-08-28,Open,TH,North,812.52,767.57,1580.09
BRD-2025M11-006793,POL-9874086,2025-06-16,2025-06-19,ClosedWithoutPayment,AD,South,0.00,0.00,0.00
BRD-2025M11-006794,POL-7342679,2025-11-13,2025-11-30,Open,WS,North,2400.94,2571.41,4972.35
BRD-2025M11-006795,POL-5140022,2025-11-11,2025-11-17,Open,AD,Scotland,6967.06,9075.69,16042.75
BRD-2025M11-006796,POL-9750882,2025-06-11,2025-06-12,Open,WS,South,1855.58,1034.45,2890.03
BRD-2025M11-006798,POL-1957866,2024-09-26,2024-10-22,Open,TPPD,North,993.47,799.22,1792.69
BRD-2025M11-006799,POL-8717061,2025-04-13,2025-04-23,Open,TPBI,London,519.46,2114.53,2633.99
BRD-2025M11-006800,POL-4447301,2025-03-13,2025-03-25,Closed,AD,London,4632.58,0.00,4632.58
BRD-2025M11-006801,POL-6237474,2024-11-14,2024-11-22,Closed,TH,Midlands,1929.67,0.00,1929.67
BRD-2025M11-006802,POL-3775483,2025-05-14,2025-05-24,Open,FI,South,207.71,1817.23,2024.94
BRD-2025M11-006803,POL-5273679,2025-07-20,2025-07-29,Open,TH,Scotland,314.11,2350.42,2664.53
BRD-2025M11-006804,POL-2822216,2025-10-24,2025-11-02,Reopened,WS,Midlands,516.73,265.49,782.22
BRD-2025M11-006805,POL-5499898,2024-11-28,2024-11-28,Closed,TPBI,London,4594.21,0.00,4594.21
BRD-2025M11-006806,POL-8106478,2024-11-18,2024-11-23,Closed,TPPD,South,224.07,0.00,224.07
BRD-2025M11-006807,POL-3462365,2025-07-08,2025-08-09,Open,AD,South,1594.25,796.61,2390.86
BRD-2025M11-006808,POL-8117590,2025-07-12,2025-07-19,Open,WS,South,1330.59,1609.43,2940.02
BRD-2025M11-006809,POL-3454399,2025-09-24,2025-09-27,Closed,AD,North,1714.72,0.00,1714.72
BRD-2025M11-006810,POL-7215857,2025-07-09,2025-07-15,ClosedWithoutPayment,WS,South,0.00,0.00,0.00
BRD-2025M11-006811,POL-6372816,2025-02-26,2025-02-28,Closed,TPPD,London,487.56,0.00,487.56
BRD-2025M11-006812,POL-1677043,2025-08-05,,Closed,TPPD,South,10331.54,0.00,10331.54
BRD-2025M11-006813,POL-9520127,2025-10-27,2025-10-30,Closed,TPPD,London,68.80,0.00,68.80
BRD-2025M11-006814,POL-1733859,2025-01-24,2025-02-10,Open,TPBI,Midlands,279.22,1833.22,2112.44
BRD-2025M11-006815,POL-8402333,2025-08-05,2025-10-17,Open,AD,London,1643.16,1780.97,3424.13
BRD-2025M11-006816,POL-9670165,2025-06-20,2025-07-17,ClosedWithoutPayment,AD,Scotland,0.00,0.00,0.00
BRD-2025M11-006817,POL-3885836,2025-11-02,2025-11-04,Closed,AD,London,234.87,0.00,234.87
BRD-2025M11-006818,POL-5936020,2025-10-30,2025-11-02,Closed,AD,London,5096.40,0.00,5096.40
BRD-2025M11-006819,POL-2360425,2025-05-22,2025-07-14,Open,WS,London,477.30,5262.62,5739.92
BRD-2025M11-006820,POL-2205698,2025-06-14,2025-07-18,Closed,AD,Midlands,1157.03,0.00,1157.03
BRD-2025M11-006821,POL-1538702,2025-07-24,2025-08-03,Closed,AD,London,1756.94,0.00,1756.94
BRD-2025M11-006822,POL-9881221,2025-10-26,2025-11-06,Closed,AD,North,446.10,0.00,446.10
BRD-2025M11-006823,POL-2258808,2025-11-27,2025-11-30,Closed,TPPD,London,2077.01,0.00,2077.01
BRD-2025M11-006824,POL-6521923,2025-09-07,2025-09-21,Closed,AD,Midlands,715.87,0.00,715.87
BRD-2025M11-006825,POL-1390112,2024-04-21,2024-05-28,Open,AD,Midlands,271.08,581.39,852.47
BRD-2025M11-006826,POL-9055314,2025-05-22,2025-05-30,Open,WS,Midlands,263.11,639.06,902.17
BRD-2025M11-006827,POL-5173098,2024-11-12,2024-11-20,Closed,TH,South,1409.20,0.00,1409.20
BRD-2025M11-006828,POL-3199219,2025-10-09,2025-10-12,Closed,AD,London,142.41,0.00,142.41
BRD-2025M11-006829,POL-8957277,2025-04-18,2025-04-25,Closed,AD,North,568.29,0.00,568.29
BRD-2025M11-006830,POL-9121352,2025-02-23,2025-02-25,Closed,FI,South,997.18,0.00,997.18
BRD-2025M11-006831,POL-8150146,2025-05-23,2025-06-06,ClosedWithoutPayment,TH,London,0.00,0.00,0.00
BRD-2025M11-006832,POL-2862304,2025-10-24,2025-11-16,Closed,TPPD,London,1236.67,0.00,1236.67
BRD-2025M11-006833,POL-3639804,2025-05-17,2025-05-24,Closed,WS,London,1632.88,0.00,1632.88
BRD-2025M11-006834,POL-6427824,2024-08-22,2024-08-28,Closed,TPPD,South,914.98,0.00,914.98
BRD-2025M11-006835,POL-3398744,2025-11-11,2025-11-30,Closed,TH,South,2362.00,0.00,2362.00
BRD-2025M11-006836,POL-6084466,2024-09-24,2024-09-26,Closed,AD,North,1865.68,0.00,1865.68
BRD-2025M11-006837,POL-3757552,2025-01-28,2025-01-29,Closed,TPPD,Midlands,1777.94,0.00,1777.94
BRD-2025M11-006838,POL-3652278,2025-06-19,2025-07-03,Open,TPPD,Midlands,1444.53,4502.25,5946.78
BRD-2025M11-006839,POL-4584107,2025-09-28,2025-10-07,Closed,TPBI,South,751.28,0.00,751.28
BRD-2025M11-006840,POL-4052835,2025-11-13,2025-11-15,Closed,AD,North,3762.75,0.00,3762.75
BRD-2025M11-006841,POL-6133770,2025-09-06,2025-09-09,Closed,TH,London,10630.12,0.00,10630.12
BRD-2025M11-006842,POL-9169544,2025-01-24,2025-02-07,Open,TPBI,Midlands,362.71,1972.81,2335.52
BRD-2025M11-006843,POL-5617949,2025-03-13,2025-03-18,Open,AD,London,294.84,194.66,489.50
BRD-2025M11-006844,POL-9209775,2025-09-21,2025-09-27,Open,TPBI,North,1113.66,694.12,1807.78
BRD-2025M11-006845,POL-5382225,2025-10-12,2025-11-06,Open,TPBI,Midlands,167.23,315.50,482.73
BRD-2025M11-006846,POL-2324256,2025-09-08,2025-09-15,ClosedWithoutPayment,TH,Midlands,0.00,0.00,0.00
BRD-2025M11-006847,POL-8290285,2025-11-02,2025-11-06,Closed,WS,London,1950.81,0.00,1950.81
BRD-2025M11-006848,POL-5800025,2025-02-18,2025-02-18,Closed,TPPD,London,4335.52,0.00,4335.52
BRD-2025M11-006849,POL-9412717,2025-09-18,2025-10-08,Closed,AD,South,926.26,0.00,926.26
BRD-2025M11-006850,POL-5677638,2025-04-18,2025-04-26,Closed,WS,North,855.17,0.00,855.17
BRD-2025M11-006851,POL-1555099,2025-03-07,2025-03-25,Closed,TH,London,1357.14,0.00,1357.14
BRD-2025M11-006852,POL-2459566,2024-11-24,2024-11-26,Closed,TPPD,South,524.68,0.00,524.68
BRD-2025M11-006853,POL-9789294,2025-10-12,2025-10-21,Closed,AD,London,4177.43,0.00,4177.43
BRD-2025M11-006854,POL-6250803,2025-06-15,2025-06-20,Closed,AD,Scotland,872.81,0.00,872.81
BRD-2025M11-006855,POL-3848103,2024-11-06,2024-11-06,Closed,AD,North,1215.53,0.00,1215.53
BRD-2025M11-006856,POL-5828676,2025-07-05,2025-07-26,Closed,AD,London,534.83,0.00,534.83
BRD-2025M11-006857,POL-2692922,2025-09-25,2025-10-02,Open,TH,Midlands,3820.16,8108.45,11928.61
BRD-2025M11-006858,POL-7753522,2025-10-20,2025-10-24,Closed,TPPD,Midlands,755.15,0.00,755.15
BRD-2025M11-006859,POL-5888503,2024-12-01,2024-12-10,Open,WS,London,544.96,1715.08,2260.04
BRD-2025M11-006860,POL-2911938,2025-05-25,2025-05-28,Closed,AD,London,807.30,0.00,807.30
BRD-2025M11-006861,POL-3645614,2025-10-30,2025-11-11,Closed,AD,South,5417.80,0.00,5417.80
BRD-2025M11-006862,POL-1144130,2025-06-16,2025-06-20,Closed,TPPD,London,207.62,0.00,207.62
BRD-2025M11-006863,POL-2106977,2025-01-01,2025-01-08,Closed,TPBI,North,1971.36,0.00,1971.36
BRD-2025M11-006864,POL-9087467,2025-02-27,2025-03-01,Closed,AD,London,793.46,0.00,793.46
BRD-2025M11-006865,POL-3620114,2025-10-25,2025-11-04,Open,TH,Midlands,203.67,811.18,1014.85
BRD-2025M11-006866,POL-6686337,2024-09-14,2024-09-27,Closed,TPBI,South,445.89,0.00,445.89
BRD-2025M11-006867,POL-8067144,2025-08-17,2025-08-26,Closed,AD,Midlands,1580.82,0.00,1580.82
BRD-2025M11-006868,POL-4080530,2025-10-28,2025-11-01,Closed,AD,Midlands,2544.76,0.00,2544.76
BRD-2025M11-006869,POL-4146027,2025-09-07,2025-09-27,Open,AD,London,101.38,538.76,640.14
BRD-2025M11-006870,POL-4891629,2025-11-15,2025-11-30,Open,AD,London,515.90,584.53,1100.43
BRD-2025M11-006871,POL-2921609,2024-11-28,2024-11-28,Closed,WS,Scotland,627.18,0.00,627.18
BRD-2025M11-006872,POL-1279796,2025-03-07,2025-03-13,Closed,TPPD,Midlands,1195.26,0.00,1195.26
BRD-2025M11-006873,POL-5007280,2025-02-01,2025-02-02,Closed,TPBI,North,3193.82,0.00,3193.82
BRD-2025M11-006874,POL-8605929,2025-04-29,2025-05-03,Closed,TPBI,South,636.09,0.00,636.09
BRD-2025M11-006875,POL-6418472,2025-08-08,2025-08-18,Closed,AD,Midlands,738.85,0.00,738.85
BRD-2025M11-006876,POL-6584094,2025-04-10,2025-05-03,Closed,TPPD,South,5227.16,0.00,5227.16
BRD-2025M11-006877,POL-8071382,2025-05-19,2025-06-20,Closed,TPBI,Midlands,1095.66,0.00,1095.66
BRD-2025M11-006878,POL-2872107,2025-09-17,2025-09-18,Closed,TPPD,Midlands,762.04,0.00,762.04
BRD-2025M11-006879,POL-6676493,2025-06-19,2025-07-07,Closed,TPPD,London,543.91,0.00,543.91
BRD-2025M11-006880,POL-7954310,2025-04-21,2025-05-13,Open,TPPD,London,545.59,644.24,1189.83
BRD-2025M11-006881,POL-8686093,2025-01-03,2025-01-12,Open,AD,Scotland,148.03,1004.22,1152.25
BRD-2025M11-006882,POL-7169538,2025-04-03,2025-05-24,Closed,TH,Midlands,910.15,0.00,910.15
BRD-2025M11-006883,POL-1346457,2025-10-19,2025-10-24,Reopened,WS,North,1858.33,4642.96,6501.29
BRD-2025M11-006884,POL-1989949,2025-09-11,2025-09-27,Open,TPBI,Scotland,60.69,613.22,673.91
BRD-2025M11-006885,POL-2697929,2025-10-07,2025-11-10,Open,FI,Midlands,418.30,670.04,1088.34
BRD-2025M11-006886,POL-9405225,2025-04-19,2025-05-03,Closed,TPPD,London,535.38,0.00,535.38
BRD-2025M11-006887,POL-4049676,2025-06-02,2025-06-12,Closed,TPPD,North,-265.48,0.00,-265.48
BRD-2025M11-006888,POL-7724548,2025-06-14,2025-07-04,Closed,TH,London,1177.10,0.00,1177.10
BRD-2025M11-006889,POL-7034121,2025-11-11,2025-11-30,Open,TPBI,South,203.73,263.05,466.78
BRD-2025M11-006890,POL-3858494,2025-04-26,2025-04-29,ClosedWithoutPayment,TH,London,0.00,0.00,0.00
BRD-2025M11-006891,POL-8103937,2025-03-26,2025-03-28,Closed,AD,South,5163.00,0.00,5163.00
BRD-2025M11-006892,POL-6751494,2025-06-28,2025-07-04,Open,TPPD,North,272.75,200.54,473.29
BRD-2025M11-006893,POL-7315925,2025-03-07,2025-03-22,Open,AD,London,1585.71,2308.43,3894.14
BRD-2025M11-006894,POL-2873453,2024-11-10,2024-11-12,Closed,AD,London,195.32,0.00,195.32
BRD-2025M11-006895,POL-4552206,2025-09-05,2025-09-11,Closed,AD,Scotland,4933.29,0.00,4933.29
BRD-2025M11-006896,POL-2557784,2025-07-13,2025-07-20,Reopened,TPPD,London,4243.25,4127.05,8370.30
BRD-2025M11-006897,POL-5809670,2025-11-23,2025-11-23,Open,TPPD,North,359.62,336.43,696.05
BRD-2025M11-006898,POL-1041137,2025-08-22,2025-09-02,Closed,FI,London,6632.30,0.00,6632.30
BRD-2025M11-006899,POL-3199398,2024-09-20,2024-10-01,Open,FI,Midlands,1850.49,3399.38,5249.87
BRD-2025M11-006900,POL-3565625,2025-06-16,2025-07-07,Closed,TPPD,Midlands,1404.25,0.00,1404.25
BRD-2025M11-006901,POL-6181593,2025-03-12,2025-03-28,ClosedWithoutPayment,TH,South,0.00,0.00,0.00
BRD-2025M11-006902,POL-7081681,2025-10-26,2025-11-07,Closed,WS,South,1259.97,0.00,1259.97
BRD-2025M11-006903,POL-6463771,2025-05-16,2025-06-04,Open,WS,South,4929.17,9400.20,14329.37
BRD-2025M11-006904,POL-6663289,2025-09-24,2025-09-26,Closed,AD,North,612.53,0.00,612.53
BRD-2025M11-006905,POL-8191986,2025-05-10,2025-06-09,Closed,WS,London,280.08,0.00,280.08
BRD-2025M11-006906,POL-8790204,2025-03-27,2025-04-01,Open,TPPD,London,170.03,3737.90,3907.93
BRD-2025M11-006907,POL-3751465,2025-09-13,2025-09-15,Open,TPPD,South,779.73,1214.28,1994.01
BRD-2025M11-006908,POL-6138601,2025-05-23,2025-06-09,Reopened,TPBI,London,269.43,208.57,478.00
BRD-2025M11-006909,POL-9660387,2025-11-07,2025-11-26,Closed,TH,London,8089.81,0.00,8089.81
BRD-2025M11-006910,POL-7416405,2025-02-14,2025-02-25,Closed,FI,North,1190.66,0.00,1190.66
BRD-2025M11-006911,POL-6831225,2025-02-03,2025-02-28,Closed,TPBI,London,1358.16,0.00,1358.16
BRD-2025M11-006912,POL-3133646,2025-09-22,2025-10-20,Open,WS,North,727.77,1776.49,2504.26
BRD-2025M11-006913,POL-5678557,2025-03-31,2025-04-04,Closed,AD,South,85.18,0.00,85.18
BRD-2025M11-006914,POL-9740603,2025-03-11,2025-03-13,Open,TH,London,105.36,595.46,700.82
BRD-2025M11-006915,POL-3382863,2025-09-04,2025-09-13,Closed,TH,North,560.58,0.00,560.58
BRD-2025M11-006916,POL-4101840,2025-02-12,2025-03-04,Closed,AD,South,1241.23,0.00,1241.23
BRD-2025M11-006917,POL-6060583,2025-09-24,2025-09-26,ClosedWithoutPayment,FI,Midlands,0.00,0.00,0.00
BRD-2025M11-006918,POL-4669572,2025-08-04,2025-09-12,Closed,TH,Midlands,1045.68,0.00,1045.68
BRD-2025M11-006919,POL-9491082,2025-05-31,2025-06-08,Closed,TPPD,North,425.10,0.00,425.10
BRD-2025M11-006920,POL-7289590,2024-12-03,2024-12-10,Closed,AD,South,1795.57,0.00,1795.57
BRD-2025M11-006921,POL-8334692,2025-08-03,2025-08-10,Open,AD,London,1217.67,837.13,2054.80
BRD-2025M11-006922,POL-5096083,2025-05-27,2025-06-12,Closed,AD,South,1944.12,0.00,1944.12
BRD-2025M11-006923,POL-9643122,2025-05-26,2025-06-04,Closed,TPPD,South,-702.92,0.00,-702.92
BRD-2025M11-006924,POL-4507552,2025-07-10,2025-07-28,Closed,AD,London,380.96,0.00,380.96
BRD-2025M11-006925,POL-6368512,2025-01-15,2025-01-16,Closed,AD,South,1814.84,0.00,1814.84
BRD-2025M11-006926,POL-4258676,2025-08-14,2025-08-19,Closed,TPPD,South,567.14,0.00,567.14
BRD-2025M11-006927,POL-3290558,2025-09-11,2025-09-12,Closed,FI,London,7936.92,0.00,7936.92
BRD-2025M11-006928,POL-5593597,2025-11-07,2025-11-28,Closed,WS,Midlands,414.73,0.00,414.73
BRD-2025M11-006929,POL-4024336,2025-07-15,2025-09-10,Closed,TH,London,250.68,0.00,250.68
BRD-2025M11-006930,POL-1531180,2024-11-28,2024-12-02,Open,WS,South,616.05,6597.33,7213.38
BRD-2025M11-006931,POL-5520980,2025-01-28,2025-02-24,Closed,AD,Midlands,552.50,0.00,552.50
BRD-2025M11-006932,POL-1548049,2024-11-24,2024-12-30,Closed,TPPD,North,969.73,0.00,969.73
BRD-2025M11-006934,POL-6461320,2025-05-16,2025-06-07,Closed,TH,South,11155.62,0.00,11155.62
BRD-2025M11-006935,POL-2333817,2025-06-09,2025-06-14,Open,TPPD,London,11.55,596.08,607.63
BRD-2025M11-006936,POL-9943447,2024-05-07,2024-05-08,Closed,TH,Scotland,1493.35,0.00,1493.35
BRD-2025M11-006937,POL-4098657,2025-08-29,2025-09-03,Closed,WS,North,19865.67,0.00,19865.67
BRD-2025M11-006938,POL-6284429,2025-06-21,2025-06-24,Closed,TH,Scotland,1118.50,0.00,1118.50
BRD-2025M11-006939,POL-1863690,2025-06-19,2025-07-11,Closed,TPPD,South,1933.46,0.00,1933.46
BRD-2025M11-006940,POL-1637278,2025-02-16,2025-02-21,Closed,TH,South,3038.77,0.00,3038.77
BRD-2025M11-006941,POL-4003275,2024-10-10,2024-10-10,ClosedWithoutPayment,AD,Midlands,0.00,0.00,0.00
BRD-2025M11-006942,POL-6123469,2025-08-07,2025-08-23,Closed,AD,London,958.75,0.00,958.75
BRD-2025M11-006943,POL-1727158,2025-11-06,2025-11-06,Closed,AD,North,1231.96,0.00,1231.96
BRD-2025M11-006945,POL-8941744,2025-06-01,2025-06-03,Closed,AD,South,332.96,0.00,332.96
BRD-2025M11-006946,POL-3396949,2025-09-25,2025-09-29,Open,AD,Midlands,1244.70,3083.30,4328.00
BRD-2025M11-006947,POL-1899496,2025-01-09,2025-01-25,Open,TPPD,South,-123.79,0.00,-123.79
BRD-2025M11-006948,POL-3325146,2025-10-04,2025-10-21,Closed,WS,London,1890.98,0.00,1890.98
BRD-2025M11-006949,POL-5654862,2025-08-29,2025-09-22,Closed,AD,South,2901.78,0.00,2901.78
BRD-2025M11-006950,POL-8380175,2025-07-20,2025-07-20,Closed,AD,London,1814.29,0.00,1814.29
BRD-2025M11-006951,POL-7147802,2025-06-24,2025-07-18,Open,AD,Midlands,103.20,761.59,864.79
BRD-2025M11-006952,POL-6546572,2025-07-06,2025-07-10,Open,TPPD,Midlands,17.03,217.00,234.03
BRD-2025M11-006953,POL-6773668,2025-10-04,2025-10-05,Closed,WS,North,549.14,0.00,549.14
BRD-2025M11-006954,POL-9549705,2025-03-15,2025-05-19,Reopened,TPBI,Scotland,259.74,142.68,402.42
BRD-2025M11-006955,POL-7902663,2024-10-10,2024-11-05,Closed,WS,London,975.42,0.00,975.42
BRD-2025M11-006956,POL-7575334,2025-11-24,2025-11-26,Closed,TH,London,3825.03,0.00,3825.03
BRD-2025M11-006957,POL-7038271,2025-02-02,2025-02-15,Closed,WS,Midlands,3259.87,0.00,3259.87
BRD-2025M11-006958,POL-8339725,2025-02-13,2025-03-08,Open,TH,Scotland,285.39,801.78,1087.17
BRD-2025M11-006959,POL-9761228,2025-01-31,2025-02-03,Closed,AD,Scotland,3162.36,0.00,3162.36
BRD-2025M11-006960,POL-1377929,2025-05-28,2025-06-16,Open,TPPD,Midlands,1133.53,2142.96,3276.49
BRD-2025M11-006961,POL-9703452,2025-02-11,2025-02-13,Reopened,TPBI,Midlands,146.19,722.05,868.24
BRD-2025M11-006962,POL-1279050,2025-03-17,2025-03-20,Closed,TPBI,South,5470.46,0.00,5470.46
BRD-2025M11-006963,POL-1026537,2024-12-20,2024-12-31,Closed,TPPD,Midlands,1330.41,0.00,1330.41
BRD-2025M11-006964,POL-1917891,2025-01-25,2025-01-28,Closed,TPBI,Midlands,792.48,0.00,792.48
BRD-2025M11-006965,POL-2024640,2025-03-05,2025-03-05,Closed,TPPD,South,251.23,0.00,251.23
BRD-2025M11-006966,POL-1203862,2025-05-21,2025-07-14,Open,AD,London,1217.27,1620.61,2837.88
BRD-2025M11-006967,POL-1612436,2025-11-12,2025-11-30,Open,AD,South,1024.51,6337.55,7362.06
BRD-2025M11-006968,POL-6703804,2025-02-13,2025-02-16,Closed,AD,Scotland,506.70,0.00,506.70
BRD-2025M11-006969,POL-4253380,2025-04-06,2025-04-16,Closed,AD,Scotland,615.85,0.00,615.85
BRD-2025M11-006970,POL-8770379,2025-06-08,2025-06-20,Closed,TPPD,Scotland,4338.97,0.00,4338.97
BRD-2025M11-006971,POL-1086794,2025-06-24,2025-07-05,Closed,WS,South,857.26,0.00,857.26
BRD-2025M11-006972,POL-5390297,2025-02-03,2025-02-11,Closed,TPPD,North,4284.98,0.00,4284.98
