ClaimRef,PolicyNo,LossDate,ReportDate,Status,PerilCode,Region,Handler,PaidGBP,OutstandingGBP
BRD-2025M11-006495,POL-1969880,07-Jul-25,19/07/2025,O,AD,South,GEG,234.58,£781.24
BRD-2025M11-006496,POL-6112314,17/11/2025,17/11/2025,closed,WS,South,JHM,£252.52,-
BRD-2025M11-006497,POL-7291110,23/08/2025,25/08/2025,OPEN,TPPD,Midlands,EHP,£16.60,£824.38
BRD-2025M11-006498,POL-8663176,31/01/2025,10/02/2025,CWP,FI,Midlands,KLG,-,
BRD-2025M11-006499,POL-7363233,15/11/2025,17/11/2025,C,AD,North,FBP,£14704.12,-
BRD-2025M11-006500,POL-7546936,19/09/2025,25/09/2025,OPEN,AD,Midlands,MKS,631.78,£3053.47
BRD-2025M11-006501,POL-9819425,25/03/2025,08/04/2025,o,TH,Scotland,HNT,(1819.44),0.00
BRD-2025M11-006502,POL-5027203,08/03/2025,11/03/2025,C,AD,North,FTH,586.62,
BRD-2025M11-006503,POL-2381204,31/10/2024,17/11/2024,O,WS,South,TRP,£74.52,£3941.09
BRD-2025M11-006504,POL-1755110,29/06/2025,30/06/2025,C,AD,Scotland,DPK,£859.93,-
BRD-2025M11-006505,POL-2257773,24/04/2025,13/05/2025,O,WS,North,HLM,2901.89,10791.63
BRD-2025M11-006506,POL-7630798,19/09/2025,27/09/2025,C,TPPD,Midlands,FMF,£511.62,-
BRD-2025M11-006507,POL-7648271,10/05/2025,28/05/2025,C,AD,London,DNN,606.92,0.00
BRD-2025M11-006508,POL-7962903,2024-07-11,12/07/2024,C,WS,London,GWF,£834.54,-
BRD-2025M11-006509,POL-3417978,2025-10-01,01/10/2025,RO,AD,London,BEM,£5877.47,£10147.07
BRD-2025M11-006510,POL-4091239,2025-04-29,29/04/2025,C ,FI,Midlands,APT,£2238.58,-
BRD-2025M11-006511,POL-8280984,2024-06-04,05/06/2024,C,WS,London,CPR,2262.37,
BRD-2025M11-006512,POL-4079045,10/10/2025,14/10/2025,closed,AD,North,BRF,£1444.19,0.00
BRD-2025M11-006513,POL-6173945,29/10/2025,01/11/2025,O,WS,Scotland,CMD,41.87,£1048.54
BRD-2025M11-006514,POL-3908996,10/05/2025,22/05/2025,closed,WS,Scotland,GRE,£1833.54,0.00
BRD-2025M11-006515,POL-2579645,2025-05-11,07/06/2025,CWP,TPPD,Midlands,LMG,0.00,0.00
BRD-2025M11-006516,POL-5353378,06/06/2025,21/06/2025,C ,AD,Midlands,SJJ,£1224.34,
BRD-2025M11-006517,POL-5102930,18/08/2025,31/08/2025,O,FI,North,WLT,£237.40,£1088.71
BRD-2025M11-006518,POL-7128041,21-Jun-24,03/07/2024,C,TPBI,London,HWT,£2223.03,
BRD-2025M11-006519,POL-8693422,26/06/2025,15/07/2025,C,TPPD,South,SDT,£883.94,-
BRD-2025M11-006520,POL-6103311,14/11/2025,20/11/2025,CWP,AD,South,LNW,0.00,0.00
BRD-2025M11-006521,POL-7869658,22/07/2025,05/08/2025,C,TPBI,Midlands,EAR,918.53,0.00
BRD-2025M11-006522,POL-7278763,25/09/2025,02/10/2025,C,TPBI,Midlands,NWH,£1925.52,-
BRD-2025M11-006523,POL-9585274,01/07/2025,11/07/2025,C,TPPD,London,CEF,£429.67,
BRD-2025M11-006524,POL-3567772,13/01/2025,17/02/2025,C,TPPD,Midlands,ERR,£955.32,-
BRD-2025M11-006525,POL-1351870,03/11/2025,05/11/2025,C ,TPPD,London,PKT,£1181.94,-
BRD-2025M11-006526,POL-1658064,2025-01-07,24/01/2025,O,AD,North,NAB,£31.98,£95.59
BRD-2025M11-006527,POL-3477444,2025-08-12,25/08/2025,C,AD,North,RFR,6366.08,
BRD-2025M11-006528,POL-6666776,07/09/2025,09/10/2025,O,TPPD,South,KDE,235.82,£208.22
BRD-2025M11-006529,POL-1701541,14/05/2024,25/05/2024,closed,AD,South,MGH,2761.66,
BRD-2025M11-006530,POL-9871326,11/08/2025,19/09/2025,C,AD,North,EMH,2572.25,-
BRD-2025M11-006531,POL-3676083,18/06/2024,23/06/2024,closed,TPPD,North,GFC,£17743.93,0.00
BRD-2025M11-006532,POL-4890345,08/04/2025,20/04/2025,RO,AD,North,NBS,£508.85,978.96
BRD-2025M11-006533,POL-3249300,13/05/2025,15/05/2025,O,TPPD,South,TDC,9.15,3237.58
BRD-2025M11-006534,POL-9079027,13-Sep-25,22/09/2025,RO,FI,Scotland,PGG,434.68,986.10
BRD-2025M11-006535,POL-2330029,19-Apr-25,12/05/2025,C,TPPD,South,WSL,£1563.54,-
BRD-2025M11-006536,POL-1708113,2025-05-13,17/05/2025,C ,AD,Scotland,RPC,2311.36,0.00
BRD-2025M11-006537,POL-6120168,28/02/2025,02/03/2025,C,AD,Scotland,SCJ,£232.34,-
BRD-2025M11-006538,POL-6420272,2025-09-25,01/10/2025,OPEN,AD,Midlands,MLH,3472.10,8895.84
BRD-2025M11-006539,POL-2814867,2025-06-22,27/07/2025,OPEN,WS,London,RAK,£1632.63,£1170.56
BRD-2025M11-006540,POL-6585983,2025-01-31,09/02/2025,C,TPPD,London,FBG,£1012.04,0.00
BRD-2025M11-006541,POL-3383773,22/12/2024,26/12/2024,C,TPPD,North,PME,4166.14,-
BRD-2025M11-006542,POL-5207776,31/10/2024,05/11/2024,OPEN,TPPD,South,TRC,32.28,£271.57
BRD-2025M11-006543,POL-3192138,2025-09-08,16/09/2025,C,TPPD,London,FNL,£2228.44,0.00
BRD-2025M11-006544,POL-5322128,04/05/2025,11/05/2025,O,WS,South,GKK,786.38,894.48
BRD-2025M11-006545,POL-9841215,17/08/2025,25/08/2025,O,AD,North,GED,70.88,201.65
BRD-2025M11-006546,POL-2347048,21/10/2025,28/10/2025,C,TH,Midlands,HFB,£1591.54,-
BRD-2025M11-006547,POL-9153160,20/10/2024,27/10/2024,o,TPPD,South,ABA,344.43,£1350.57
BRD-2025M11-006548,POL-8294940,13/05/2025,27/05/2025,C,FI,South,TTD,£8852.47,-
BRD-2025M11-006549,POL-3988910,10/08/2025,19/08/2025,RO,TPBI,South,PJA,3113.03,£1589.48
BRD-2025M11-006550,POL-5673013,2025-04-25,01/05/2025,closed,TH,North,KDA,£1881.12,-
BRD-2025M11-006551,POL-9023370,14-Nov-25,23/11/2025,CWP,TPPD,South,GRB,,0.00
BRD-2025M11-006552,POL-7542729,03/04/2025,07/04/2025,CWP,WS,South,CWW,-,0.00
BRD-2025M11-006553,POL-6826841,08/11/2025,08/11/2025,closed,TPPD,Midlands,CFA,1321.43,-
BRD-2025M11-006554,POL-7898991,17/01/2025,26/01/2025,closed,TPPD,London,SKE,879.44,0.00
BRD-2025M11-006555,POL-5086807,26/03/2025,16/04/2025,C,TPBI,London,CSC,1007.28,
BRD-2025M11-006556,POL-9256995,22-Jun-25,26/06/2025,C,AD,North,JLN,£7230.11,0.00
BRD-2025M11-006557,POL-7860621,08/06/2025,13/06/2025,RO,AD,London,SPN,5002.08,£12757.23
BRD-2025M11-006558,POL-2680286,20/11/2025,23/11/2025,CWP,AD,South,NGP,0.00,
BRD-2025M11-006559,POL-4175382,13/05/2024,09/06/2024,CWP,TPBI,London,PKG,0.00,-
BRD-2025M11-006560,POL-2889547,2025-09-20,30/10/2025,C,TPPD,North,NJW,£1816.21,0.00
BRD-2025M11-006561,POL-9512477,2025-02-27,28/02/2025,C,TPPD,London,KHT,1032.36,0.00
BRD-2025M11-006562,POL-2852927,23/06/2025,30/06/2025,C,TPPD,London,NRW,1300.43,0.00
BRD-2025M11-006563,POL-6604209,22/04/2025,25/04/2025,C,AD,Scotland,PFS,£502.72,-
BRD-2025M11-006564,POL-1121365,2025-06-04,13/07/2025,C ,AD,Scotland,GHG,1433.94,-
BRD-2025M11-006565,POL-4583217,23/10/2025,12/11/2025,RO,TPBI,North,PHR,£78.25,£389.21
BRD-2025M11-006566,POL-1729651,20/08/2025,25/08/2025,C,TPPD,Scotland,NTM,£1668.03,0.00
BRD-2025M11-006567,POL-6131076,01/09/2025,28/09/2025,C ,TPPD,London,JDW,1387.44,0.00
BRD-2025M11-006568,POL-3635022,14-Aug-24,20/09/2024,closed,AD,London,KJP,1568.94,
BRD-2025M11-006569,POL-2028809,12-May-24,19/05/2024,O,TPBI,North,JNS,£71.02,619.95
BRD-2025M11-006570,POL-6065650,02/06/2025,20/06/2025,O,TH,Midlands,JCJ,£326.68,153.54
BRD-2025M11-006571,POL-1290850,13/07/2025,04/08/2025,C,WS,London,SER,2010.87,0.00
BRD-2025M11-006572,POL-6906055,03/03/2025,24/03/2025,O,AD,North,TAM,879.32,£1321.52
BRD-2025M11-006573,POL-3372899,06/11/2025,10/11/2025,C,AD,London,MRW,6771.39,
BRD-2025M11-006574,POL-5136073,15/12/2024,03/01/2025,C,TPPD,Midlands,BGS,1150.01,
BRD-2025M11-006575,POL-5204861,15/04/2024,15/04/2024,o,TPPD,South,LHN,£2135.09,£8351.87
BRD-2025M11-006576,POL-8169186,25/03/2025,09/04/2025,C,TPPD,South,FLM,£732.11,-
BRD-2025M11-006577,POL-2022340,19/08/2025,20/08/2025,O,TH,London,TJR,£99.23,72.04
BRD-2025M11-006578,POL-8342180,15/07/2025,21/07/2025,closed,WS,London,CNJ,£803.53,-
BRD-2025M11-006579,POL-1549809,06/07/2025,08/07/2025,RO,AD,Midlands,NRA,£1106.93,£2232.53
BRD-2025M11-006580,POL-5167374,17/06/2025,03/07/2025,O,WS,South,EFN,£589.82,£273.85
BRD-2025M11-006581,POL-5250239,09/08/2025,20/08/2025,OPEN,TPBI,London,PPD,9290.39,6914.28
BRD-2025M11-006582,POL-6559654,20/09/2025,20/10/2025,o,WS,South,TAP,190.06,140.28
BRD-2025M11-006583,POL-7679776,19/06/2025,20/06/2025,CWP,TPPD,London,AET,,-
BRD-2025M11-006584,POL-4400354,12/02/2025,08/03/2025,C,TPPD,North,KJG,£2977.11,-
BRD-2025M11-006585,POL-9348314,16/03/2025,11/04/2025,CWP,TH,Midlands,PCB,-,0.00
BRD-2025M11-006586,POL-3175438,2025-10-31,17/11/2025,C,TPPD,Midlands,CKM,1160.07,
BRD-2025M11-006587,POL-1894530,2025-02-10,17/02/2025,C,WS,Midlands,TGR,2909.79,-
BRD-2025M11-006588,POL-4738314,17-Nov-24,01/12/2024,O,TPPD,Midlands,SGD,106.84,656.22
BRD-2025M11-006589,POL-4240958,17/01/2025,31/01/2025,C,AD,Midlands,JNN,1433.25,
BRD-2025M11-006590,POL-1776389,19/10/2024,22/10/2024,C,TPPD,Scotland,MKT,£241.08,
BRD-2025M11-006591,POL-9439438,2024-12-23,28/12/2024,C,TPPD,Midlands,GLL,£4722.75,
BRD-2025M11-006592,POL-1526108,15/11/2025,22/11/2025,C,WS,South,LFB,£367.06,-
BRD-2025M11-006593,POL-7128975,22/08/2025,23/08/2025,O,TPPD,Midlands,WDP,£3790.10,£4766.47
BRD-2025M11-006594,POL-6301266,29/08/2025,30/08/2025,CWP,TPPD,Midlands,BMW,-,0.00
BRD-2025M11-006595,POL-8277036,2025-01-12,07/02/2025,C,TPBI,South,AHR,816.94,
BRD-2025M11-006596,POL-3496975,07/07/2025,16/07/2025,O,TPPD,London,JPD,£639.81,369.87
BRD-2025M11-006597,POL-9610374,16/09/2025,26/09/2025,o,TPPD,South,JNA,666.76,£1014.25
BRD-2025M11-006598,POL-2451958,2024-09-22,03/10/2024,OPEN,AD,South,RHD,213.86,221.47
BRD-2025M11-006599,POL-3155913,29/10/2025,31/10/2025,O,AD,Scotland,ETC,£60.76,180.73
BRD-2025M11-006600,POL-5039774,31/07/2025,03/08/2025,C,FI,London,PJN,£1763.36,
BRD-2025M11-006601,POL-3486761,2024-12-22,02/01/2025,C,AD,London,BEL,(1443.45),-
BRD-2025M11-006602,POL-2483071,06/01/2025,11/01/2025,OPEN,TPPD,London,LEF,£483.86,£1942.72
BRD-2025M11-006603,POL-1492456,2024-11-21,26/11/2024,C,WS,Scotland,APL,£811.40,-
BRD-2025M11-006604,POL-8738734,2025-02-19,04/03/2025,C,TPBI,Midlands,HMH,585.48,0.00
BRD-2025M11-006605,POL-8750482,02/03/2025,07/03/2025,O,TPBI,Midlands,RMF,£184.14,£3763.65
BRD-2025M11-006606,POL-9259573,15/09/2025,26/09/2025,C,AD,London,LBD,(413.79),-
BRD-2025M11-006607,POL-8519922,2025-11-23,30/11/2025,C,TPPD,North,SCE,7163.51,-
BRD-2025M11-006608,POL-1190501,16-Sep-25,11/11/2025,O,TH,North,LCM,£537.15,534.96
BRD-2025M11-006609,POL-4314450,28/11/2025,30/11/2025,C,FI,Scotland,NDJ,£1643.31,0.00
BRD-2025M11-006610,POL-7824263,21/05/2025,06/06/2025,O,TH,Midlands,DSP,(63.94),-
BRD-2025M11-006611,POL-5244094,20-Jul-25,02/08/2025,C,AD,Midlands,GFR,£1123.84,
BRD-2025M11-006612,POL-9146622,18/11/2025,19/11/2025,C ,AD,South,TAN,£3551.26,0.00
BRD-2025M11-006613,POL-3305316,2024-08-18,22/08/2024,C,AD,South,DCR,1067.09,-
BRD-2025M11-006614,POL-3648657,09/06/2025,11/06/2025,closed,WS,London,CHP,687.53,-
BRD-2025M11-006615,POL-2358639,08/07/2025,15/07/2025,O,TH,Scotland,JPW,£212.87,747.29
BRD-2025M11-006616,POL-2211949,28/07/2025,02/08/2025,C,AD,London,HMW,£448.77,
BRD-2025M11-006617,POL-7004801,04/10/2025,05/10/2025,O,TH,North,FAB,£36.75,£98.26
BRD-2025M11-006618,POL-7275911,28/05/2024,28/05/2024,C,TPPD,London,TTD,£8028.41,-
BRD-2025M11-006619,POL-9852021,17/08/2025,31/08/2025,CWP,AD,South,LAC,0.00,
BRD-2025M11-006620,POL-1715781,24/10/2025,27/10/2025,C,AD,North,DMN,£7212.83,
BRD-2025M11-006621,POL-6859169,30/11/2025,30/11/2025,O,WS,London,MPG,£4365.74,5299.08
BRD-2025M11-006622,POL-7658254,05-Apr-25,05/05/2025,C,WS,South,KNS,£4540.91,-
BRD-2025M11-006623,POL-5513464,02-Aug-25,16/08/2025,CWP,WS,South,LPJ,0.00,-
BRD-2025M11-006624,POL-6887276,2025-06-13,09/07/2025,C,AD,South,DHC,£4811.01,-
BRD-2025M11-006625,POL-3109256,07/05/2025,12/05/2025,C,AD,South,TFH,£267.38,
BRD-2025M11-006626,POL-3422239,16-May-25,19/05/2025,O,WS,Scotland,TAC,1046.65,3905.38
BRD-2025M11-006627,POL-8054155,19/01/2025,21/01/2025,C,AD,South,CRG,1242.08,
BRD-2025M11-006628,POL-9435598,31/12/2024,03/01/2025,C ,AD,London,MNP,453.57,
BRD-2025M11-006629,POL-9417735,12/07/2025,04/08/2025,C,AD,Midlands,WBB,£1081.29,0.00
BRD-2025M11-006630,POL-5012399,11/07/2025,05/08/2025,C,AD,South,JCP,£1225.26,0.00
BRD-2025M11-006631,POL-6717232,2025-07-06,15/07/2025,O,WS,North,GSA,163.95,2815.58
BRD-2025M11-006632,POL-5886198,10/04/2025,23/04/2025,C,AD,London,NRW,£1705.57,0.00
BRD-2025M11-006633,POL-1260646,2024-10-09,09/10/2024,O,TPBI,Midlands,MNC,1904.27,£1490.64
BRD-2025M11-006634,POL-6713813,16/08/2025,19/08/2025,C,AD,Midlands,LLH,£1407.24,
BRD-2025M11-006635,POL-7786920,07-Aug-25,09/08/2025,CWP,AD,South,AAE,,0.00
BRD-2025M11-006636,POL-3112908,11-Jun-25,28/06/2025,O,TPPD,London,HTW,£1107.52,1644.19
BRD-2025M11-006637,POL-8487693,29/08/2024,01/09/2024,C,TPPD,Midlands,LJK,£5941.83,0.00
BRD-2025M11-006638,POL-7378423,2025-05-08,15/05/2025,C,TPPD,Midlands,FLN,£10454.45,0.00
BRD-2025M11-006639,POL-9036083,2025-09-28,29/09/2025,C,TPPD,Scotland,WBH,£1529.71,
BRD-2025M11-006640,POL-3292715,02/04/2025,05/04/2025,C,AD,Midlands,RMR,£967.64,-
BRD-2025M11-006641,POL-9145289,31/01/2025,08/02/2025,O,AD,London,DBW,£192.31,£266.14
BRD-2025M11-006642,POL-3917042,07/09/2025,16/09/2025,CWP,TH,South,MSD,0.00,-
BRD-2025M11-006643,POL-2911466,22-Jul-25,04/08/2025,O,AD,London,SDW,158.88,£369.84
BRD-2025M11-006644,POL-6040451,23/07/2025,06/08/2025,O,TH,Midlands,GHT,145.44,£394.54
BRD-2025M11-006645,POL-4595076,26/05/2025,10/06/2025,CWP,TPPD,North,PEG,-,
BRD-2025M11-006646,POL-1905316,02/04/2025,04/04/2025,C,AD,South,HCL,£2031.62,-
BRD-2025M11-006647,POL-8332040,28/05/2025,17/07/2025,closed,WS,Midlands,TLC,1164.37,0.00
BRD-2025M11-006648,POL-1298540,03/02/2025,07/02/2025,C,AD,Scotland,JMJ,£5413.24,
BRD-2025M11-006649,POL-8554301,26/10/2025,02/11/2025,C,FI,North,FMP,£8747.77,-
BRD-2025M11-006650,POL-7429670,27/05/2025,27/06/2025,O,WS,South,DCR,5952.19,3234.43
BRD-2025M11-006651,POL-5142801,2025-03-10,14/03/2025,C,AD,South,PCT,£632.20,-
BRD-2025M11-006652,POL-6020259,30-Nov-24,05/12/2024,C,AD,South,NEA,£4429.36,
BRD-2025M11-006653,POL-7236890,25/06/2025,26/06/2025,O,WS,London,EJN,£176.11,£1100.62
BRD-2025M11-006654,POL-8711873,25/01/2025,18/02/2025,O,TPPD,London,CEK,168.02,188.77
BRD-2025M11-006655,POL-6908297,14/07/2025,05/08/2025,C,TH,North,DBM,£762.24,-
BRD-2025M11-006656,POL-9428949,25/08/2024,12/09/2024,C,AD,Midlands,MSM,£926.65,0.00
BRD-2025M11-006657,POL-3115771,2025-11-04,08/11/2025,OPEN,TPPD,South,DLW,£197.83,£904.20
BRD-2025M11-006658,POL-7663273,27-Aug-25,14/09/2025,C,TPPD,South,FER,£5003.85,
BRD-2025M11-006659,POL-6808020,12-Dec-24,30/12/2024,C,AD,North,WDP,751.07,0.00
BRD-2025M11-006660,POL-1378878,23/09/2025,06/10/2025,O,TPPD,Midlands,NET,£1964.18,£1341.40
BRD-2025M11-006661,POL-4579348,2025-05-10,15/05/2025,C,AD,South,ARK,4825.45,
BRD-2025M11-006662,POL-9182566,2025-04-30,20/05/2025,C,AD,North,RSN,3552.36,
BRD-2025M11-006663,POL-9885066,23/11/2025,30/11/2025,C ,TPPD,South,RWL,1682.94,
BRD-2025M11-006664,POL-8202150,02/05/2025,02/06/2025,O,AD,London,TSM,1054.46,£1215.18
BRD-2025M11-006665,POL-6312456,2025-02-12,17/02/2025,C,TPPD,London,FRE,£1751.50,0.00
BRD-2025M11-006666,POL-8531507,13/02/2025,16/02/2025,OPEN,TPBI,London,PEH,2789.28,4456.29
BRD-2025M11-006667,POL-8360374,28/09/2025,16/10/2025,OPEN,AD,South,ADP,£52.21,£652.48
BRD-2025M11-006668,POL-4467769,22-Feb-25,02/03/2025,C,TPPD,South,NNH,£9898.78,
BRD-2025M11-006669,POL-1603604,15/09/2025,24/10/2025,closed,AD,South,SSW,£2444.43,
BRD-2025M11-006670,POL-4697938,26/05/2025,30/05/2025,C,AD,South,DBS,£1494.06,-
BRD-2025M11-006671,POL-7351787,23/11/2025,30/11/2025,C,AD,London,HKD,171.81,0.00
BRD-2025M11-006672,POL-1661836,25/01/2025,14/02/2025,C,AD,Scotland,SJG,£2069.85,
BRD-2025M11-006673,POL-8137297,19/11/2024,19/11/2024,C,TPPD,London,BDN,2414.51,
BRD-2025M11-006674,POL-4423766,20/09/2024,02/12/2024,O,TPBI,London,JGE,61.79,2615.89
BRD-2025M11-006675,POL-8131197,04-Sep-25,11/09/2025,C,TPPD,Midlands,SKJ,1718.46,
BRD-2025M11-006676,POL-5602218,15/11/2024,23/11/2024,C,TPBI,North,RCR,£9635.15,
BRD-2025M11-006677,POL-4230386,2025-03-22,09/04/2025,O,TPPD,Midlands,ARP,£528.71,£1310.27
BRD-2025M11-006678,POL-7691977,2025-01-22,02/02/2025,OPEN,TPBI,London,WBP,£439.31,£2005.02
BRD-2025M11-006679,POL-7184111,14/06/2025,21/06/2025,O,TH,South,RAA,2615.65,£4017.11
BRD-2025M11-006680,POL-7179296,15/11/2025,17/11/2025,OPEN,AD,London,CJT,640.28,£3582.84
BRD-2025M11-006681,POL-3628138,18/06/2024,15/07/2024,closed,TPBI,South,BSH,£21847.43,0.00
BRD-2025M11-006682,POL-2568898,29/08/2025,26/09/2025,C,TPBI,London,FHR,£5761.31,0.00
BRD-2025M11-006683,POL-5282283,16/07/2025,07/08/2025,C,FI,Midlands,PJC,£16547.70,0.00
BRD-2025M11-006684,POL-6931062,12/10/2025,22/10/2025,O,WS,Midlands,HSF,900.08,972.73
BRD-2025M11-006685,POL-7520209,15/09/2024,24/09/2024,O,TPPD,Midlands,TWW,£869.41,2864.64
BRD-2025M11-006686,POL-3046530,04/10/2025,05/10/2025,RO,TH,South,NBJ,£1074.95,£693.70
BRD-2025M11-006687,POL-2553163,07/09/2025,23/09/2025,C,FI,North,TTP,4321.37,-
BRD-2025M11-006688,POL-8510556,27/06/2024,27/06/2024,C ,AD,South,CEA,£217.98,0.00
BRD-2025M11-006689,POL-2189497,2025-02-26,01/03/2025,O,AD,London,SBC,£3701.35,£1949.12
BRD-2025M11-006690,POL-7161413,27/11/2025,30/11/2025,C,WS,South,PGD,£3094.72,0.00
BRD-2025M11-006691,POL-1380625,04/07/2025,09/07/2025,O,TPPD,London,SKH,£1169.20,579.87
BRD-2025M11-006692,POL-4680671,11/01/2025,21/01/2025,C,AD,Midlands,WLJ,£3978.22,
BRD-2025M11-006693,POL-4620129,08-Aug-25,13/08/2025,C,TH,South,CPL,(799.09),-
BRD-2025M11-006694,POL-6809442,2025-09-10,20/09/2025,C,AD,North,PBN,£15014.16,0.00
BRD-2025M11-006695,POL-7931712,16/11/2024,27/11/2024,O,TPPD,London,PKL,527.92,£463.97
BRD-2025M11-006696,POL-4685851,28/08/2024,30/08/2024,closed,AD,Scotland,ALT,2073.68,0.00
BRD-2025M11-006697,POL-9013710,05/09/2025,29/09/2025,CWP,AD,South,EGD,0.00,-
BRD-2025M11-006698,POL-5352666,19/04/2025,04/05/2025,C,TPBI,London,LBC,£1985.44,
BRD-2025M11-006699,POL-5308906,18/08/2025,26/08/2025,C,TPPD,North,TLH,2887.43,
BRD-2025M11-006700,POL-7578212,29/12/2024,01/02/2025,RO,AD,South,THM,£245.47,£574.73
BRD-2025M11-006701,POL-8032370,23/09/2025,27/09/2025,O,TPPD,North,RLP,£2459.09,£5716.71
BRD-2025M11-006702,POL-4175470,09/04/2025,24/04/2025,C,TPPD,South,RAW,(1023.01),0.00
BRD-2025M11-006703,POL-1752869,2025-06-09,03/08/2025,closed,AD,Midlands,BTF,4613.87,
BRD-2025M11-006704,POL-1409659,16/10/2025,17/10/2025,C,AD,London,FAP,13130.26,0.00
BRD-2025M11-006705,POL-7782456,10/02/2025,28/02/2025,C,TH,London,MMW,2054.88,-
BRD-2025M11-006706,POL-8171562,18/10/2025,11/11/2025,CWP,TPBI,London,PJC,0.00,0.00
BRD-2025M11-006706,POL-8171562,18/10/2025,11/11/2025,CWP,TPBI,London,PJC,0.00,0.00
BRD-2025M11-006707,POL-4291671,04/12/2024,04/12/2024,C,AD,London,WCJ,£85362.85,0.00
BRD-2025M11-006708,POL-5132592,05/09/2024,19/09/2024,O,AD,London,WCB,£13668.13,£9025.07
BRD-2025M11-006709,POL-9359469,12/08/2025,12/08/2025,C ,TPBI,South,EHS,1207.02,-
BRD-2025M11-006710,POL-8270495,17/10/2025,17/10/2025,C,AD,Midlands,GAC,£305.41,
BRD-2025M11-006711,POL-6042644,04/12/2024,05/12/2024,C ,WS,London,SRW,£6795.59,0.00
BRD-2025M11-006712,POL-5957524,05/10/2024,08/11/2024,O,AD,North,GGH,118.85,327.60
BRD-2025M11-006713,POL-7918689,10/06/2025,16/06/2025,CWP,WS,Midlands,SDD,,
BRD-2025M11-006714,POL-3657734,2025-04-18,05/05/2025,C,AD,Midlands,HPG,£606.76,
BRD-2025M11-006715,POL-8160363,2025-02-26,19/03/2025,OPEN,TPBI,North,ANP,3966.59,7857.59
BRD-2025M11-006716,POL-1840962,25/09/2025,23/10/2025,C,AD,North,MCE,408.00,0.00
BRD-2025M11-006717,POL-7622367,23/10/2025,26/10/2025,C,TH,Midlands,SJA,£7991.64,
BRD-2025M11-006718,POL-6609080,24-May-24,28/05/2024,o,TPBI,Midlands,AJS,51.33,530.00
BRD-2025M11-006719,POL-6565266,18/04/2025,04/05/2025,C,AD,London,FRA,£3377.71,
BRD-2025M11-006720,POL-1684348,04/08/2025,14/08/2025,RO,WS,South,STP,£37.79,£308.30
BRD-2025M11-006721,POL-2644073,08/11/2025,13/11/2025,O,TPPD,Midlands,DLB,(193.80),-
BRD-2025M11-006722,POL-9312957,03/07/2025,13/07/2025,C,TPPD,Scotland,HGJ,5219.46,-
BRD-2025M11-006723,POL-4002306,2025-08-19,15/09/2025,C,AD,South,JPD,558.88,
BRD-2025M11-006724,POL-8222831,22/03/2025,27/03/2025,O,WS,London,PHN,966.83,£1032.51
BRD-2025M11-006725,POL-4797579,05/05/2024,05/05/2024,O,WS,North,HJG,95.50,1067.23
BRD-2025M11-006726,POL-3352791,07/10/2025,12/11/2025,C,TH,London,GJR,£1704.69,0.00
BRD-2025M11-006727,POL-9250275,06/12/2024,17/12/2024,C,WS,London,KAT,£6119.28,0.00
BRD-2025M11-006728,POL-3707836,31/03/2025,05/04/2025,C,WS,North,RAG,7696.02,-
BRD-2025M11-006729,POL-1858345,25/01/2025,06/02/2025,C,AD,London,HPF,1045.38,
BRD-2025M11-006730,POL-7700213,21-Jan-25,13/02/2025,CWP,AD,London,AKL,0.00,0.00
BRD-2025M11-006731,POL-6411548,2024-07-01,09/07/2024,o,TPPD,Scotland,KGN,£90.92,£16774.14
BRD-2025M11-006732,POL-3167913,09/11/2025,19/11/2025,C,TPPD,North,SSJ,£6196.14,
BRD-2025M11-006733,POL-8603751,2025-09-09,15/09/2025,C,AD,Midlands,CDW,657.39,
BRD-2025M11-006734,POL-6369612,2025-08-11,28/08/2025,C,TPPD,Scotland,FAA,£356.97,
BRD-2025M11-006735,POL-6204994,05/11/2025,16/11/2025,C,TPBI,South,RCT,356.04,
BRD-2025M11-006736,POL-6152806,27/08/2025,28/08/2025,O,TH,North,NMW,£1147.66,£792.51
BRD-2025M11-006737,POL-7002901,2025-10-18,30/10/2025,C,TPBI,South,BPW,£1336.25,-
BRD-2025M11-006738,POL-2657850,2024-09-29,21/10/2024,OPEN,WS,North,CFF,846.42,533.26
BRD-2025M11-006739,POL-4046446,01/06/2025,03/06/2025,O,AD,South,BJM,1793.60,1975.13
BRD-2025M11-006740,POL-9833299,10/11/2025,27/11/2025,C,AD,Scotland,APH,£830.37,-
BRD-2025M11-006741,POL-9038455,18-Mar-25,20/03/2025,C,WS,Scotland,KEM,£362.95,0.00
BRD-2025M11-006742,POL-7231718,2025-07-21,31/07/2025,closed,AD,London,JBS,£1297.22,
BRD-2025M11-006743,POL-7365275,2025-06-22,26/06/2025,O,AD,London,NKA,£262.21,£359.51
BRD-2025M11-006743,POL-7365275,2025-06-22,26/06/2025,O,AD,London,NKA,£262.21,£359.51
BRD-2025M11-006744,POL-4596930,13/12/2024,03/01/2025,closed,WS,South,FEH,£1201.98,
BRD-2025M11-006745,POL-4684159,10/11/2024,13/11/2024,OPEN,FI,Midlands,NME,£173.33,£1102.30
BRD-2025M11-006746,POL-9302954,22/08/2025,29/08/2025,o,TPBI,North,MFP,52.34,360.22
BRD-2025M11-006747,POL-4516989,16/01/2025,17/01/2025,C,WS,Midlands,MNN,£1575.25,0.00
