ClaimRef,PolicyNo,LossDate,ReportDate,Status,PerilCode,Region,Handler,PaidGBP,OutstandingGBP
BRD-2025M12-007101,POL-5309205,28/09/2025,28/09/2025,C,TH,South,TPM,2327.28,-
BRD-2025M12-007102,POL-1635370,2025-11-05,05/11/2025,CWP,AD,Midlands,GTW,-,
BRD-2025M12-007103,POL-1133410,21/11/2025,23/11/2025,C,AD,South,JRL,£5192.65,-
BRD-2025M12-007104,POL-8941024,17/09/2025,18/09/2025,O,WS,London,MDD,187.86,4800.90
BRD-2025M12-007105,POL-3887285,14/09/2025,09/10/2025,CWP,AD,London,RFM,,-
BRD-2025M12-007106,POL-7238855,03/10/2025,10/11/2025,C,WS,Midlands,SKM,£1228.46,-
BRD-2025M12-007107,POL-9867600,04/12/2025,18/12/2025,C,TPPD,London,MCS,£2786.38,
BRD-2025M12-007108,POL-3722616,23/12/2025,28/12/2025,O,TPPD,London,LGR,£95.82,136.57
BRD-2025M12-007109,POL-5316635,07/06/2025,05/07/2025,C,TPPD,North,CFG,£13796.92,-
BRD-2025M12-007110,POL-4472996,31-Mar-25,03/04/2025,OPEN,TH,North,NMJ,6.78,449.03
BRD-2025M12-007111,POL-5404028,27/11/2025,08/12/2025,C ,AD,Midlands,EWG,(150.65),-
BRD-2025M12-007112,POL-1310904,07/02/2025,10/02/2025,C,TPPD,North,TRF,£4325.46,
BRD-2025M12-007113,POL-2027575,02/08/2025,08/08/2025,OPEN,AD,London,SKR,£31.22,£2937.17
BRD-2025M12-007114,POL-8312595,2025-03-07,07/03/2025,C,AD,Midlands,CKG,2579.66,-
BRD-2025M12-007115,POL-9128616,15/09/2024,19/09/2024,C,TPPD,South,KFH,£3668.25,0.00
BRD-2025M12-007116,POL-8624132,15/06/2025,29/06/2025,closed,AD,Midlands,RFJ,£2158.47,-
BRD-2025M12-007117,POL-4539564,16/06/2025,16/06/2025,CWP,FI,London,DKN,,
BRD-2025M12-007118,POL-6264623,19/11/2024,21/11/2024,C,AD,Midlands,CTE,2609.61,-
BRD-2025M12-007119,POL-7651840,15/05/2025,01/06/2025,RO,TPPD,South,DHE,£7.22,747.87
BRD-2025M12-007120,POL-8339006,11-Jun-25,13/06/2025,O,WS,Scotland,HJA,1149.87,970.53
BRD-2025M12-007121,POL-7623276,19/02/2025,23/02/2025,O,TPPD,North,MPG,£1183.84,2257.71
BRD-2025M12-007122,POL-9897726,2024-09-12,03/10/2024,C,AD,Scotland,DRT,£3242.52,0.00
BRD-2025M12-007123,POL-8059653,03/09/2025,03/09/2025,O,TPPD,London,NTF,£390.72,341.76
BRD-2025M12-007123,POL-8059653,03/09/2025,03/09/2025,O,TPPD,London,NTF,£390.72,341.76
BRD-2025M12-007124,POL-9910307,23/12/2025,28/12/2025,RO,TPPD,London,SAE,1785.61,£3611.32
BRD-2025M12-007125,POL-3053164,02/11/2025,18/11/2025,O,FI,London,JWD,£32.94,£60.30
BRD-2025M12-007126,POL-2713712,03/03/2025,06/04/2025,C,WS,Midlands,AJF,£339.95,-
BRD-2025M12-007127,POL-9798549,26/04/2025,27/04/2025,CWP,TH,Midlands,NDF,-,-
BRD-2025M12-007128,POL-6854836,2025-03-28,30/03/2025,O,TPBI,Scotland,PGM,184.26,£2443.27
BRD-2025M12-007129,POL-8602264,09/03/2025,31/03/2025,C,TPPD,South,RFT,5871.63,0.00
BRD-2025M12-007130,POL-4688677,01/11/2025,12/11/2025,O,TPPD,North,NMC,£2891.97,£1517.85
BRD-2025M12-007131,POL-1874014,2025-09-24,19/10/2025,C ,WS,North,RWD,£5764.47,0.00
BRD-2025M12-007132,POL-9763531,2024-06-25,26/07/2024,C,TH,South,WKW,£326.25,0.00
BRD-2025M12-007133,POL-9143290,2025-06-15,16/06/2025,O,FI,Midlands,HBL,£269.89,£2453.47
BRD-2025M12-007134,POL-4115197,09/07/2025,25/07/2025,C ,TPBI,Scotland,MPS,£1171.75,0.00
BRD-2025M12-007135,POL-8476768,20/05/2025,07/06/2025,C,TPBI,Midlands,JGG,£2845.89,
BRD-2025M12-007136,POL-7314662,2025-12-03,07/12/2025,C,TH,London,GSM,£2045.13,0.00
BRD-2025M12-007137,POL-6736856,29/11/2025,10/12/2025,C,WS,South,SNW,911.30,0.00
BRD-2025M12-007138,POL-7116058,31/05/2025,31/05/2025,O,AD,Midlands,ELN,£454.64,3152.67
BRD-2025M12-007139,POL-3959629,07/04/2025,08/04/2025,O,WS,London,GWJ,52.35,£1085.09
BRD-2025M12-007140,POL-6424269,2025-09-02,10/09/2025,C,AD,South,JEK,£2004.43,0.00
BRD-2025M12-007141,POL-7275895,30/12/2025,31/12/2025,O,TPBI,North,PJF,£188.66,£3233.73
BRD-2025M12-007142,POL-7001380,2025-11-20,21/11/2025,C,AD,South,JSF,£3237.63,-
BRD-2025M12-007143,POL-7014763,08/12/2025,19/12/2025,closed,TPPD,North,EAL,£1341.68,
BRD-2025M12-007144,POL-6875693,05/11/2025,20/12/2025,C,AD,Scotland,WBM,1693.85,-
BRD-2025M12-007145,POL-2188595,11/09/2024,14/09/2024,RO,AD,South,HEW,243.45,£417.93
BRD-2025M12-007146,POL-6160393,2025-10-23,11/11/2025,OPEN,AD,Scotland,GRP,£871.96,£4665.17
BRD-2025M12-007147,POL-5435629,25/11/2025,08/12/2025,C,TH,Midlands,GCK,923.33,0.00
BRD-2025M12-007148,POL-7522290,17/09/2025,24/09/2025,o,AD,South,FHM,176.61,£575.52
BRD-2025M12-007149,POL-1177053,09/08/2025,21/08/2025,C,AD,London,HSJ,£3093.54,-
BRD-2025M12-007150,POL-2898991,2025-12-10,15/12/2025,C ,TH,North,MMP,£4135.92,-
BRD-2025M12-007151,POL-1637654,28/06/2025,03/07/2025,OPEN,TPBI,South,AKT,£57.82,£96.92
BRD-2025M12-007152,POL-3116218,18/06/2025,23/06/2025,closed,TPBI,North,WWE,2619.87,0.00
BRD-2025M12-007153,POL-3839857,2025-12-26,26/12/2025,O,AD,South,DFN,£61.89,£1239.86
BRD-2025M12-007154,POL-6059348,2025-03-17,28/03/2025,C ,AD,North,DEE,£4054.68,
BRD-2025M12-007155,POL-6797305,19/08/2025,19/08/2025,C,WS,London,LHC,£4137.12,0.00
BRD-2025M12-007156,POL-8948270,29/10/2025,31/10/2025,C,AD,South,BKW,(2680.60),
BRD-2025M12-007157,POL-3128547,09/12/2025,23/12/2025,RO,TPPD,South,AEM,1155.52,£4511.27
BRD-2025M12-007158,POL-5801963,22/10/2025,02/11/2025,C,AD,London,RNM,£6193.57,-
BRD-2025M12-007159,POL-4022212,2025-07-06,02/08/2025,o,AD,North,WEN,3221.04,£1934.79
BRD-2025M12-007160,POL-9850781,12-Dec-25,,closed,TH,South,FFW,£1380.76,0.00
BRD-2025M12-007160,POL-9850781,12-Dec-25,,closed,TH,South,FFW,£1380.76,0.00
BRD-2025M12-007161,POL-3709898,02/02/2025,03/02/2025,CWP,AD,North,LCM,-,-
BRD-2025M12-007162,POL-1500764,2024-09-19,27/09/2024,closed,AD,North,KPB,5108.87,0.00
BRD-2025M12-007163,POL-9900756,09/02/2025,12/02/2025,C,AD,London,RWA,£249.85,
BRD-2025M12-007164,POL-6408142,11/03/2025,29/03/2025,O,TPPD,North,MFE,£496.56,£1730.25
BRD-2025M12-007165,POL-5863112,14/10/2025,18/10/2025,C,TH,London,LPK,2601.23,
BRD-2025M12-007166,POL-4013316,27/12/2025,31/12/2025,closed,AD,South,SJT,£270.29,
BRD-2025M12-007167,POL-9286811,18/11/2024,24/11/2024,O,TPPD,North,PRJ,£922.38,£459.93
BRD-2025M12-007168,POL-5284926,07/08/2025,13/08/2025,C,AD,South,GSF,126.18,0.00
BRD-2025M12-007169,POL-1238542,21/12/2024,27/12/2024,closed,TPBI,North,CBB,£3218.67,
BRD-2025M12-007170,POL-8949484,18-Aug-25,02/09/2025,C,TPBI,Midlands,JDC,419.07,
BRD-2025M12-007171,POL-4369094,11-May-25,13/05/2025,CWP,AD,Scotland,LJK,-,-
BRD-2025M12-007172,POL-6889727,27/05/2025,05/06/2025,O,WS,North,LSD,505.67,£617.80
BRD-2025M12-007173,POL-2153279,03/08/2025,05/08/2025,closed,TPBI,North,LJH,£1144.58,0.00
BRD-2025M12-007174,POL-6920954,05/12/2024,31/12/2024,C,TPBI,London,TWN,109.22,-
BRD-2025M12-007175,POL-2898516,20/07/2025,21/07/2025,C,AD,London,RAC,1137.78,
BRD-2025M12-007176,POL-7186161,30/06/2025,01/07/2025,C,AD,Midlands,FNG,£958.31,-
BRD-2025M12-007177,POL-8805785,2025-10-04,07/10/2025,O,TPPD,London,PDL,£693.94,£1851.58
BRD-2025M12-007178,POL-7777919,11/10/2024,13/10/2024,closed,TPPD,London,MJT,1476.19,0.00
BRD-2025M12-007179,POL-8427094,2024-08-06,12/08/2024,O,AD,South,TWD,3137.83,£3061.91
BRD-2025M12-007180,POL-1109530,2025-06-28,01/07/2025,C,TPPD,London,DRJ,£1605.19,0.00
BRD-2025M12-007181,POL-6529937,29/09/2025,16/10/2025,RO,TPPD,South,NBC,£158.23,£1972.31
BRD-2025M12-007182,POL-6229511,09/08/2025,25/08/2025,O,TPBI,Midlands,SHK,74.71,521.25
BRD-2025M12-007183,POL-2250456,25/07/2024,03/08/2024,C,AD,Midlands,TFG,£3313.83,
BRD-2025M12-007184,POL-7030838,27/01/2025,05/03/2025,closed,AD,London,TGM,(403.55),
BRD-2025M12-007185,POL-8498570,11/08/2025,11/08/2025,closed,AD,London,EAD,£4113.95,0.00
BRD-2025M12-007186,POL-3110018,09/08/2025,18/08/2025,C,TPPD,South,NAB,£9028.83,-
BRD-2025M12-007187,POL-7893349,17/11/2025,23/11/2025,CWP,AD,Midlands,GAS,-,-
BRD-2025M12-007188,POL-1917797,2025-11-20,23/11/2025,C,AD,South,WJW,6976.01,0.00
BRD-2025M12-007189,POL-9231639,03/10/2025,11/10/2025,OPEN,AD,Midlands,EWB,(1336.41),0.00
BRD-2025M12-007190,POL-8496256,2025-04-19,16/05/2025,C,AD,London,RCD,489.86,-
BRD-2025M12-007191,POL-6262991,18/03/2025,24/03/2025,C,FI,South,KLT,1302.86,-
BRD-2025M12-007192,POL-6821167,11-Aug-25,06/09/2025,CWP,FI,Scotland,WPK,-,
BRD-2025M12-007193,POL-4937507,30/11/2025,02/12/2025,C,AD,London,NEF,£22765.11,-
BRD-2025M12-007194,POL-8485777,23/09/2024,06/10/2024,C ,AD,London,ASN,972.94,-
BRD-2025M12-007195,POL-9945392,02-Nov-25,02/11/2025,CWP,WS,London,NPS,,0.00
BRD-2025M12-007196,POL-9705373,2025-10-25,05/11/2025,O,TPBI,South,STJ,504.41,548.76
BRD-2025M12-007196,POL-9705373,2025-10-25,05/11/2025,O,TPBI,South,STJ,504.41,548.76
BRD-2025M12-007197,POL-2374595,16-Jun-25,09/07/2025,CWP,AD,South,CPB,0.00,-
BRD-2025M12-007198,POL-8492322,21/04/2025,28/04/2025,RO,FI,London,DWF,£229.82,268.51
BRD-2025M12-007199,POL-2636269,2025-09-28,09/10/2025,C,TH,South,RWD,£2073.07,
BRD-2025M12-007200,POL-4824346,17/08/2025,23/09/2025,OPEN,AD,London,LMF,14.45,586.65
BRD-2025M12-007201,POL-2849592,01/01/2025,10/01/2025,C,AD,London,RKD,1817.97,0.00
BRD-2025M12-007202,POL-7913228,2025-02-20,20/02/2025,C,WS,Midlands,PDW,£530.51,
BRD-2025M12-007203,POL-8298333,2024-09-14,14/09/2024,closed,AD,Midlands,EES,3672.99,
BRD-2025M12-007204,POL-1274491,27/08/2024,27/08/2024,C,AD,London,EGF,113.98,0.00
BRD-2025M12-007205,POL-2805820,2025-10-14,20/10/2025,OPEN,TPBI,Midlands,DFT,£735.14,£737.60
BRD-2025M12-007206,POL-7192224,14/06/2025,28/07/2025,O,WS,London,KAD,1946.85,£1721.97
BRD-2025M12-007207,POL-4584380,02-May-25,05/05/2025,C,AD,London,SGP,6218.07,
BRD-2025M12-007208,POL-6994639,2025-07-07,20/07/2025,C,TPPD,Scotland,JGC,£566.37,0.00
BRD-2025M12-007209,POL-1145108,19/05/2025,08/06/2025,C,TH,London,HDJ,£1503.77,0.00
BRD-2025M12-007210,POL-2163287,27/11/2025,28/11/2025,O,TPPD,North,RLA,£847.45,6359.07
BRD-2025M12-007211,POL-9021324,09/05/2025,20/05/2025,C,AD,London,BKE,4156.51,-
BRD-2025M12-007212,POL-3226060,03/11/2025,13/11/2025,C,FI,South,PHH,£581.86,
BRD-2025M12-007213,POL-1828453,2025-03-18,20/03/2025,OPEN,AD,London,PHW,235.70,412.56
BRD-2025M12-007214,POL-2968968,26/09/2025,06/11/2025,O,AD,South,TJS,355.23,783.76
BRD-2025M12-007215,POL-4758167,25/09/2025,26/09/2025,O,AD,London,SDD,427.40,£7799.86
BRD-2025M12-007216,POL-9048904,17/09/2025,24/09/2025,C,WS,North,NRB,314.07,
BRD-2025M12-007217,POL-5004601,2025-07-16,17/07/2025,O,TH,London,ECS,£1252.64,1223.64
BRD-2025M12-007218,POL-8334476,2025-11-13,15/12/2025,C,TPPD,South,PPH,£473.39,0.00
BRD-2025M12-007219,POL-4264270,23/03/2025,25/04/2025,C,TPBI,North,TCN,£773.89,0.00
BRD-2025M12-007220,POL-5100930,2025-04-26,02/05/2025,CWP,TH,London,ETC,-,
BRD-2025M12-007221,POL-2840983,2025-11-30,12/12/2025,CWP,AD,London,THP,0.00,
BRD-2025M12-007222,POL-5131824,05/05/2025,28/05/2025,C,AD,South,CJH,£6431.35,-
BRD-2025M12-007223,POL-7107315,2025-10-27,07/11/2025,O,TPBI,South,NPC,59.19,£511.79
BRD-2025M12-007224,POL-5165212,2025-09-19,22/09/2025,O,WS,North,PRF,471.28,8716.57
BRD-2025M12-007225,POL-1213008,2025-08-26,08/09/2025,C,AD,North,SGH,2425.09,-
BRD-2025M12-007226,POL-7997752,19/07/2025,10/08/2025,O,AD,London,PRH,£51.62,327.36
BRD-2025M12-007227,POL-3154384,2025-11-03,06/11/2025,closed,TPPD,Midlands,GHK,£3241.97,
BRD-2025M12-007228,POL-3613558,20/07/2025,06/08/2025,C ,TPPD,London,HKL,7190.67,0.00
BRD-2025M12-007229,POL-6322958,28/09/2025,04/10/2025,C,AD,Midlands,BFP,1884.02,
BRD-2025M12-007230,POL-2703369,2025-08-16,17/08/2025,C,TPPD,London,KMN,£223.19,0.00
BRD-2025M12-007231,POL-2586412,13/09/2025,15/09/2025,O,AD,North,RCP,£818.62,£473.98
BRD-2025M12-007232,POL-7916401,02/06/2024,14/06/2024,OPEN,AD,North,SDA,£536.69,698.70
BRD-2025M12-007233,POL-6910406,06/09/2025,14/09/2025,closed,AD,Scotland,GJT,246.73,-
BRD-2025M12-007234,POL-6808374,04/11/2025,21/11/2025,C,AD,North,AFT,£1079.20,
BRD-2025M12-007235,POL-8926980,11/07/2025,03/08/2025,C,WS,Midlands,TPS,2168.90,
BRD-2025M12-007236,POL-3088702,23/07/2025,31/08/2025,O,AD,Midlands,BNB,£459.27,£1030.88
BRD-2025M12-007237,POL-1000460,12/09/2025,10/10/2025,C,TH,Scotland,FAW,£1005.45,
BRD-2025M12-007238,POL-4609380,07-Dec-24,01/02/2025,C,TH,Midlands,BTK,1179.98,0.00
BRD-2025M12-007239,POL-7128464,09/08/2025,13/09/2025,C,TPPD,North,LLP,£962.28,
BRD-2025M12-007240,POL-7255962,26/10/2024,01/11/2024,O,TPBI,Midlands,NPL,1562.93,£1253.44
BRD-2025M12-007240,POL-7255962,26/10/2024,01/11/2024,O,TPBI,Midlands,NPL,1562.93,£1253.44
BRD-2025M12-007241,POL-6689254,28/02/2025,21/03/2025,RO,WS,London,PRG,£997.39,3177.84
BRD-2025M12-007242,POL-2945523,16/12/2024,31/12/2024,C ,AD,South,LSL,£10611.49,0.00
BRD-2025M12-007243,POL-3969038,28/12/2025,31/12/2025,RO,AD,Midlands,ENF,£1530.25,£2236.28
BRD-2025M12-007244,POL-8336094,04-Jul-25,06/07/2025,O,TPPD,South,MML,£54.30,£2302.70
BRD-2025M12-007245,POL-9013463,2024-12-15,17/01/2025,C,AD,South,TCF,£335.03,-
BRD-2025M12-007246,POL-6754752,2025-08-04,04/08/2025,RO,WS,Midlands,MDE,£200.66,£204.23
BRD-2025M12-007247,POL-6908785,15/06/2025,27/06/2025,C,AD,North,WET,£259.41,0.00
BRD-2025M12-007248,POL-1535943,27-Aug-25,25/09/2025,C,TPPD,South,EHW,1582.18,-
BRD-2025M12-007249,POL-8046455,16/04/2025,20/04/2025,C,TPPD,South,MCE,£832.68,0.00
BRD-2025M12-007250,POL-9304263,12-Oct-25,20/10/2025,C,AD,South,GBC,£606.85,-
BRD-2025M12-007251,POL-3854861,19/08/2025,06/09/2025,O,TPBI,Midlands,MPT,£1025.93,£1353.88
BRD-2025M12-007252,POL-3583726,01/08/2025,27/08/2025,O,TPBI,North,KGK,£229.78,4388.33
BRD-2025M12-007253,POL-4210390,30/08/2025,04/09/2025,CWP,TPPD,London,JDA,,-
BRD-2025M12-007254,POL-4178060,16/03/2025,18/03/2025,O,AD,South,PFG,£5375.56,6866.73
BRD-2025M12-007255,POL-4085173,06/02/2025,11/02/2025,O,TPPD,Midlands,DPN,£1303.13,1545.48
BRD-2025M12-007256,POL-9684255,08/11/2025,26/11/2025,C,TPBI,London,AFH,£3590.26,0.00
BRD-2025M12-007257,POL-9780458,19/12/2024,25/12/2024,O,WS,North,DEA,215.48,£376.06
BRD-2025M12-007258,POL-3369401,29-Jan-25,07/02/2025,CWP,WS,South,RWS,-,0.00
BRD-2025M12-007259,POL-6496306,30-Sep-25,31/10/2025,O,AD,Midlands,NGG,£678.13,£806.23
BRD-2025M12-007260,POL-2242059,24/09/2025,16/10/2025,C,WS,South,TMF,7797.80,
BRD-2025M12-007261,POL-6387246,08/04/2025,08/04/2025,O,AD,Scotland,GSN,1027.26,£3288.99
BRD-2025M12-007262,POL-3064081,18-Aug-24,03/09/2024,o,TH,North,AJP,£105.67,£453.60
BRD-2025M12-007263,POL-9215194,15/10/2024,06/11/2024,C,AD,North,PBT,£489.55,-
BRD-2025M12-007264,POL-3834602,2025-11-06,20/11/2025,O,TPBI,Midlands,NRF,53.92,£344.62
BRD-2025M12-007265,POL-3016530,01/10/2025,06/10/2025,C,AD,Midlands,HMN,£1746.25,
BRD-2025M12-007266,POL-9115697,01/07/2025,11/07/2025,C,TPPD,South,GBH,432.40,0.00
BRD-2025M12-007267,POL-7010470,05/07/2025,08/07/2025,OPEN,AD,South,KEB,7.16,544.97
BRD-2025M12-007268,POL-2229730,18/04/2025,20/04/2025,C,TH,South,FTN,3105.53,0.00
BRD-2025M12-007269,POL-6249209,02/12/2025,09/12/2025,C ,TH,Midlands,GTD,6844.72,-
BRD-2025M12-007270,POL-8632153,2025-04-14,22/04/2025,O,AD,Midlands,NBH,£465.42,£566.91
BRD-2025M12-007271,POL-2627032,15/03/2025,25/03/2025,O,TPPD,North,FMA,£482.78,£528.95
BRD-2025M12-007272,POL-8643370,30/07/2025,05/08/2025,C,AD,Midlands,FSE,1872.48,0.00
BRD-2025M12-007273,POL-9416384,18/10/2025,27/10/2025,closed,WS,London,CGS,£945.82,-
BRD-2025M12-007274,POL-7120061,29/05/2025,30/05/2025,CWP,TPPD,London,GML,0.00,-
BRD-2025M12-007275,POL-1622559,04/05/2025,17/05/2025,O,TPPD,London,GFG,£195.76,£1055.40
BRD-2025M12-007276,POL-3050751,2025-02-12,13/03/2025,RO,AD,North,DDK,1578.94,£693.49
BRD-2025M12-007277,POL-9401395,26/11/2025,10/12/2025,O,TPPD,Midlands,NLK,1260.79,1089.75
BRD-2025M12-007278,POL-1004111,02/10/2025,24/10/2025,OPEN,AD,Scotland,RHE,£863.47,£1850.07
BRD-2025M12-007279,POL-9099698,2025-03-18,24/03/2025,O,AD,North,EKM,£429.96,£2078.39
BRD-2025M12-007280,POL-6369900,09/12/2025,16/12/2025,O,TPPD,North,RHT,5428.04,2708.76
BRD-2025M12-007281,POL-4424522,31/12/2025,31/12/2025,C,TPPD,South,FCM,£2676.17,0.00
BRD-2025M12-007282,POL-5260055,30/11/2024,06/12/2024,CWP,WS,South,RFS,-,
BRD-2025M12-007283,POL-2928909,03/03/2025,27/03/2025,C,FI,North,BTR,£1665.16,
BRD-2025M12-007284,POL-2020649,21/12/2025,31/12/2025,C,WS,North,RDA,888.60,
BRD-2025M12-007285,POL-4939114,02/05/2025,01/06/2025,C,AD,London,LBM,£1357.53,-
BRD-2025M12-007286,POL-3145297,09/05/2025,24/05/2025,C,AD,Midlands,PEM,£1163.71,-
BRD-2025M12-007287,POL-1037965,26/10/2025,28/10/2025,C ,AD,London,WJE,444.58,0.00
BRD-2025M12-007288,POL-6579966,23/04/2025,07/05/2025,RO,AD,Midlands,PGA,£4956.07,5037.79
BRD-2025M12-007289,POL-9238766,12/05/2024,14/05/2024,O,FI,London,LCT,£288.16,£139.21
BRD-2025M12-007290,POL-1905145,14/07/2024,02/08/2024,C,WS,South,LBA,£1629.27,0.00
BRD-2025M12-007291,POL-4034367,23/04/2025,23/04/2025,C,FI,Midlands,KKN,4466.26,
BRD-2025M12-007292,POL-8731837,13/11/2025,13/11/2025,o,TPPD,South,ASJ,£511.58,£3678.10
BRD-2025M12-007293,POL-1134592,19/05/2025,29/05/2025,O,TH,South,AWD,£53.90,£3600.34
BRD-2025M12-007294,POL-6318114,03/11/2024,09/11/2024,RO,AD,London,HTB,£485.15,3467.33
BRD-2025M12-007295,POL-3835824,2025-03-24,28/03/2025,C,TPPD,South,EWR,£292.79,-
BRD-2025M12-007296,POL-5475047,07/11/2024,02/12/2024,C,AD,Midlands,LWE,£1354.35,
BRD-2025M12-007297,POL-4679574,17/05/2025,19/05/2025,C,AD,Midlands,TTL,394.12,0.00
BRD-2025M12-007298,POL-9520493,30/11/2025,10/12/2025,C,AD,Scotland,PSJ,1479.24,0.00
BRD-2025M12-007299,POL-2805877,14/02/2025,25/02/2025,O,FI,North,LGM,3497.80,1664.87
BRD-2025M12-007300,POL-7687968,19/11/2024,29/11/2024,C,AD,Midlands,FWH,£2976.39,
BRD-2025M12-007301,POL-5694267,28/05/2025,03/06/2025,CWP,AD,Midlands,FSR,0.00,0.00
BRD-2025M12-007302,POL-7085597,23/03/2025,31/03/2025,CWP,AD,Scotland,WWS,,-
BRD-2025M12-007303,POL-9532738,16-Feb-25,03/03/2025,O,AD,South,PMG,£489.97,£760.53
BRD-2025M12-007304,POL-5962646,15-Dec-25,31/12/2025,closed,TPPD,South,REH,£815.72,0.00
BRD-2025M12-007305,POL-7940526,22-Jun-25,22/06/2025,closed,WS,South,LHP,1084.68,0.00
BRD-2025M12-007306,POL-6119823,21-Jul-25,15/08/2025,C,AD,Midlands,DWF,£638.05,0.00
BRD-2025M12-007307,POL-5150631,11/11/2024,21/11/2024,C,AD,North,LLF,4793.28,0.00
BRD-2025M12-007308,POL-2425737,20/11/2024,30/11/2024,C,TH,Scotland,RWD,16801.61,-
BRD-2025M12-007309,POL-9893816,22-May-25,23/05/2025,C,AD,London,WFR,£345.39,-
BRD-2025M12-007310,POL-4824123,16/12/2025,22/12/2025,C ,WS,London,AMR,21372.50,0.00
BRD-2025M12-007311,POL-1608131,29/07/2025,22/08/2025,OPEN,AD,London,FPD,£60.09,235.92
BRD-2025M12-007312,POL-8861909,09-Sep-25,11/09/2025,C,AD,London,SPR,£495.22,0.00
BRD-2025M12-007313,POL-2704402,08/06/2025,14/06/2025,C,AD,South,CWA,13578.36,-
BRD-2025M12-007314,POL-9667946,01-Jun-25,14/06/2025,C,AD,North,ELK,1447.12,
BRD-2025M12-007315,POL-8428128,07/10/2025,21/10/2025,C,AD,South,CKP,1461.79,-
BRD-2025M12-007316,POL-6478911,26/12/2025,31/12/2025,O,WS,South,KAJ,1962.80,1800.07
BRD-2025M12-007317,POL-8070507,2025-03-26,05/04/2025,C,AD,North,MWR,988.18,0.00
BRD-2025M12-007318,POL-2169628,2025-01-24,04/03/2025,C,TPPD,Midlands,NAA,594.51,-
BRD-2025M12-007319,POL-5865049,26/12/2024,16/01/2025,O,TPBI,North,FFA,£35.27,736.72
BRD-2025M12-007320,POL-8400436,2025-11-18,21/11/2025,C,TPPD,London,NNT,253.92,
BRD-2025M12-007321,POL-5976379,26/11/2025,13/12/2025,CWP,TPBI,North,GKW,,0.00
BRD-2025M12-007322,POL-5961648,10/09/2025,19/09/2025,CWP,AD,Scotland,EFP,-,
BRD-2025M12-007323,POL-6891418,30/07/2025,18/08/2025,CWP,TPPD,North,HDK,,
BRD-2025M12-007324,POL-6597956,28-Dec-24,19/02/2025,OPEN,AD,London,LHJ,£1944.95,£4391.92
BRD-2025M12-007325,POL-9736825,10-Oct-24,10/11/2024,OPEN,TPPD,London,FSH,£261.99,241.33
BRD-2025M12-007326,POL-6946404,31/13/2025,21/09/2025,C,AD,Midlands,CCR,£1412.65,0.00
BRD-2025M12-007327,POL-4607719,26/06/2025,26/06/2025,C,TH,Scotland,PLN,3218.38,
BRD-2025M12-007328,POL-8263870,21/09/2025,05/10/2025,C,TPBI,Scotland,FAW,£907.06,-
BRD-2025M12-007329,POL-1701176,19/11/2024,19/11/2024,C,TPPD,Scotland,LFF,998.55,0.00
BRD-2025M12-007330,POL-9482859,18/06/2025,22/07/2025,C,TPBI,South,SBJ,£294.83,-
BRD-2025M12-007331,POL-8945052,18/12/2025,28/12/2025,C,AD,North,CTF,£859.46,
BRD-2025M12-007332,POL-3331678,14/05/2025,15/05/2025,closed,AD,London,ARN,419.91,0.00
BRD-2025M12-007333,POL-4355309,27/04/2025,07/05/2025,C,AD,London,HNB,£4991.61,-
BRD-2025M12-007334,POL-6611435,29/11/2025,31/12/2025,O,TH,Midlands,KNR,£4181.99,£3092.41
BRD-2025M12-007335,POL-9077790,09/05/2025,12/05/2025,O,TH,Scotland,RSD,£1638.62,£3319.48
BRD-2025M12-007336,POL-3614315,28/04/2025,23/05/2025,C,TPPD,North,MPE,647.67,
BRD-2025M12-007337,POL-2675376,12/11/2024,15/11/2024,C,AD,London,CMP,1610.61,-
BRD-2025M12-007338,POL-3884336,23-Nov-24,29/11/2024,CWP,FI,London,PHJ,,
BRD-2025M12-007339,POL-4459196,02/08/2024,23/08/2024,C,TPPD,Scotland,TLD,(101.05),0.00
BRD-2025M12-007340,POL-8183469,2025-10-18,01/11/2025,C,TPPD,Midlands,FFL,£538.36,0.00
BRD-2025M12-007341,POL-6001614,16/07/2025,24/07/2025,OPEN,TPPD,North,WDK,52.93,1313.26
BRD-2025M12-007342,POL-5259117,01/06/2025,04/06/2025,O,TH,London,FHG,3111.94,£3242.61
BRD-2025M12-007343,POL-3026170,29-Jul-25,01/08/2025,C,TPBI,London,HLT,1049.62,0.00
BRD-2025M12-007344,POL-2566436,15/11/2025,24/11/2025,C,FI,North,CLR,£2061.72,-
BRD-2025M12-007345,POL-8536857,2025-08-14,27/09/2025,C,AD,London,PMG,£731.49,-
BRD-2025M12-007346,POL-3824274,02/07/2025,10/07/2025,C,TPPD,London,CHS,2336.37,
BRD-2025M12-007347,POL-5121033,16/12/2024,17/12/2024,CWP,FI,South,PKA,,
BRD-2025M12-007348,POL-7286526,2025-09-20,30/09/2025,O,FI,Midlands,BDT,76.75,£513.71
BRD-2025M12-007349,POL-1397525,05/08/2025,09/08/2025,closed,AD,North,CJR,7862.05,
BRD-2025M12-007350,POL-3584868,26/12/2025,31/12/2025,RO,AD,London,JPM,594.86,465.26
BRD-2025M12-007351,POL-4912878,19/05/2025,12/06/2025,C,TPPD,North,DTD,£9201.37,0.00
BRD-2025M12-007352,POL-9920530,21/04/2025,03/05/2025,RO,WS,South,BGA,95.80,£563.18
