claim_id,policy_segment,peril,accident_date,report_date,transaction_date,dev_month,transaction_type,transaction_amount,large_loss_flag,line_of_business,region,channel
CLM-0003882,MOT-LON-BRK,Theft,2024-07-21,2024-07-27,2025-06-22,11,PAYMENT,573.9,False,Motor,London,Broker
CLM-0003882,MOT-LON-BRK,Theft,2024-07-21,2024-07-27,2025-06-22,11,RESERVE_CHANGE,-573.9,False,Motor,London,Broker
CLM-0003883,MOT-LON-BRK,Windscreen,2024-08-10,2024-09-08,2024-09-08,0,RESERVE_CHANGE,3802.51,False,Motor,London,Broker
CLM-0003883,MOT-LON-BRK,Windscreen,2024-08-10,2024-09-08,2024-10-28,2,RESERVE_CHANGE,-3802.51,False,Motor,London,Broker
CLM-0003884,MOT-LON-BRK,TP_Injury,2024-03-13,2024-03-30,2024-03-30,0,RESERVE_CHANGE,9747.51,False,Motor,London,Broker
CLM-0003884,MOT-LON-BRK,TP_Injury,2024-03-13,2024-03-30,2024-04-29,1,PAYMENT,4826.5,False,Motor,London,Broker
CLM-0003884,MOT-LON-BRK,TP_Injury,2024-03-13,2024-03-30,2024-04-29,1,RESERVE_CHANGE,-4432.61,False,Motor,London,Broker
CLM-0003884,MOT-LON-BRK,TP_Injury,2024-03-13,2024-03-30,2025-12-20,21,PAYMENT,5314.9,False,Motor,London,Broker
CLM-0003884,MOT-LON-BRK,TP_Injury,2024-03-13,2024-03-30,2025-12-20,21,RESERVE_CHANGE,-5314.9,False,Motor,London,Broker
CLM-0003885,MOT-LON-BRK,Theft,2024-12-14,2024-12-21,2024-12-21,0,RESERVE_CHANGE,3581.05,False,Motor,London,Broker
CLM-0003885,MOT-LON-BRK,Theft,2024-12-14,2024-12-21,2025-03-21,3,PAYMENT,208.81,False,Motor,London,Broker
CLM-0003885,MOT-LON-BRK,Theft,2024-12-14,2024-12-21,2025-03-21,3,RESERVE_CHANGE,-346.46,False,Motor,London,Broker
CLM-0003885,MOT-LON-BRK,Theft,2024-12-14,2024-12-21,2025-04-20,4,PAYMENT,3234.59,False,Motor,London,Broker
CLM-0003885,MOT-LON-BRK,Theft,2024-12-14,2024-12-21,2025-04-20,4,RESERVE_CHANGE,-3234.59,False,Motor,London,Broker
CLM-0003886,MOT-LON-BRK,TP_Damage,2024-11-03,2024-12-06,2024-12-06,0,RESERVE_CHANGE,3039.44,False,Motor,London,Broker
CLM-0003886,MOT-LON-BRK,TP_Damage,2024-11-03,2024-12-06,2025-01-05,2,PAYMENT,2609.54,False,Motor,London,Broker
CLM-0003886,MOT-LON-BRK,TP_Damage,2024-11-03,2024-12-06,2025-01-05,2,RESERVE_CHANGE,-2786.49,False,Motor,London,Broker
CLM-0003886,MOT-LON-BRK,TP_Damage,2024-11-03,2024-12-06,2025-12-01,13,PAYMENT,252.95,False,Motor,London,Broker
CLM-0003886,MOT-LON-BRK,TP_Damage,2024-11-03,2024-12-06,2025-12-01,13,RESERVE_CHANGE,-252.95,False,Motor,London,Broker
CLM-0003887,MOT-LON-BRK,Windscreen,2024-07-13,2024-07-17,2024-07-17,0,RESERVE_CHANGE,1366.59,False,Motor,London,Broker
CLM-0003887,MOT-LON-BRK,Windscreen,2024-07-13,2024-07-17,2024-09-15,2,PAYMENT,1204.66,False,Motor,London,Broker
CLM-0003887,MOT-LON-BRK,Windscreen,2024-07-13,2024-07-17,2024-09-15,2,RESERVE_CHANGE,-1366.59,False,Motor,London,Broker
CLM-0003888,MOT-LON-BRK,TP_Injury,2024-09-15,2024-10-02,2024-10-02,0,RESERVE_CHANGE,3625.94,False,Motor,London,Broker
CLM-0003888,MOT-LON-BRK,TP_Injury,2024-09-15,2024-10-02,2025-09-27,12,PAYMENT,3028.2,False,Motor,London,Broker
CLM-0003888,MOT-LON-BRK,TP_Injury,2024-09-15,2024-10-02,2025-09-27,12,RESERVE_CHANGE,-2730.02,False,Motor,London,Broker
CLM-0003888,MOT-LON-BRK,TP_Injury,2024-09-15,2024-10-02,2025-09-27,12,PAYMENT,213.67,False,Motor,London,Broker
CLM-0003888,MOT-LON-BRK,TP_Injury,2024-09-15,2024-10-02,2025-09-27,12,RESERVE_CHANGE,-213.67,False,Motor,London,Broker
CLM-0003888,MOT-LON-BRK,TP_Injury,2024-09-15,2024-10-02,2025-10-27,13,PAYMENT,682.25,False,Motor,London,Broker
CLM-0003888,MOT-LON-BRK,TP_Injury,2024-09-15,2024-10-02,2025-10-27,13,RESERVE_CHANGE,-682.25,False,Motor,London,Broker
CLM-0003889,MOT-LON-BRK,Windscreen,2024-03-13,2024-04-09,2024-04-09,0,RESERVE_CHANGE,1908.49,False,Motor,London,Broker
CLM-0003889,MOT-LON-BRK,Windscreen,2024-03-13,2024-04-09,2024-05-09,2,PAYMENT,445.21,False,Motor,London,Broker
CLM-0003889,MOT-LON-BRK,Windscreen,2024-03-13,2024-04-09,2024-05-09,2,RESERVE_CHANGE,-715.08,False,Motor,London,Broker
CLM-0003889,MOT-LON-BRK,Windscreen,2024-03-13,2024-04-09,2024-10-06,7,PAYMENT,349.23,False,Motor,London,Broker
CLM-0003889,MOT-LON-BRK,Windscreen,2024-03-13,2024-04-09,2024-10-06,7,RESERVE_CHANGE,-349.23,False,Motor,London,Broker
CLM-0003889,MOT-LON-BRK,Windscreen,2024-03-13,2024-04-09,2025-05-04,14,PAYMENT,598.15,False,Motor,London,Broker
CLM-0003889,MOT-LON-BRK,Windscreen,2024-03-13,2024-04-09,2025-05-04,14,RESERVE_CHANGE,-598.15,False,Motor,London,Broker
CLM-0003889,MOT-LON-BRK,Windscreen,2024-03-13,2024-04-09,2025-09-01,18,PAYMENT,246.03,False,Motor,London,Broker
CLM-0003889,MOT-LON-BRK,Windscreen,2024-03-13,2024-04-09,2025-09-01,18,RESERVE_CHANGE,-246.03,False,Motor,London,Broker
CLM-0003890,MOT-LON-BRK,TP_Injury,2024-02-06,2024-02-19,2024-02-19,0,RESERVE_CHANGE,4644.04,False,Motor,London,Broker
CLM-0003890,MOT-LON-BRK,TP_Injury,2024-02-06,2024-02-19,2024-08-17,6,PAYMENT,3754.63,False,Motor,London,Broker
CLM-0003890,MOT-LON-BRK,TP_Injury,2024-02-06,2024-02-19,2024-08-17,6,RESERVE_CHANGE,-3882.75,False,Motor,London,Broker
CLM-0003890,MOT-LON-BRK,TP_Injury,2024-02-06,2024-02-19,2024-08-17,6,PAYMENT,761.29,False,Motor,London,Broker
CLM-0003890,MOT-LON-BRK,TP_Injury,2024-02-06,2024-02-19,2024-08-17,6,RESERVE_CHANGE,-761.29,False,Motor,London,Broker
CLM-0003891,MOT-LON-BRK,AD,2024-12-05,2024-12-12,2024-12-12,0,RESERVE_CHANGE,1864.12,False,Motor,London,Broker
CLM-0003891,MOT-LON-BRK,AD,2024-12-05,2024-12-12,2025-11-07,11,PAYMENT,1979.98,False,Motor,London,Broker
CLM-0003891,MOT-LON-BRK,AD,2024-12-05,2024-12-12,2025-11-07,11,RESERVE_CHANGE,-1864.12,False,Motor,London,Broker
CLM-0003892,MOT-LON-BRK,AD,2024-06-21,2024-06-21,2024-06-21,0,RESERVE_CHANGE,5941.81,False,Motor,London,Broker
CLM-0003892,MOT-LON-BRK,AD,2024-06-21,2024-06-21,2025-09-14,15,PAYMENT,5406.75,False,Motor,London,Broker
CLM-0003892,MOT-LON-BRK,AD,2024-06-21,2024-06-21,2025-09-14,15,RESERVE_CHANGE,-5941.81,False,Motor,London,Broker
CLM-0003893,MOT-LON-BRK,Theft,2024-06-05,2024-06-15,2024-06-15,0,RESERVE_CHANGE,7377.59,False,Motor,London,Broker
CLM-0003893,MOT-LON-BRK,Theft,2024-06-05,2024-06-15,2024-06-15,0,PAYMENT,6103.03,False,Motor,London,Broker
CLM-0003893,MOT-LON-BRK,Theft,2024-06-05,2024-06-15,2024-06-15,0,RESERVE_CHANGE,-7377.59,False,Motor,London,Broker
CLM-0003894,MOT-LON-BRK,Theft,2024-12-17,2025-01-02,2025-01-02,0,RESERVE_CHANGE,3873.92,False,Motor,London,Broker
CLM-0003894,MOT-LON-BRK,Theft,2024-12-17,2025-01-02,2025-03-01,3,RESERVE_CHANGE,-3873.92,False,Motor,London,Broker
CLM-0003895,MOT-LON-BRK,Theft,2024-05-05,2024-06-12,2024-06-12,0,RESERVE_CHANGE,2684.79,False,Motor,London,Broker
CLM-0003895,MOT-LON-BRK,Theft,2024-05-05,2024-06-12,2025-01-08,8,PAYMENT,127.8,False,Motor,London,Broker
CLM-0003895,MOT-LON-BRK,Theft,2024-05-05,2024-06-12,2025-01-08,8,RESERVE_CHANGE,-534.31,False,Motor,London,Broker
CLM-0003895,MOT-LON-BRK,Theft,2024-05-05,2024-06-12,2025-02-07,9,PAYMENT,330.48,False,Motor,London,Broker
CLM-0003895,MOT-LON-BRK,Theft,2024-05-05,2024-06-12,2025-02-07,9,RESERVE_CHANGE,-330.48,False,Motor,London,Broker
CLM-0003895,MOT-LON-BRK,Theft,2024-05-05,2024-06-12,2025-04-08,11,PAYMENT,832.4,False,Motor,London,Broker
CLM-0003895,MOT-LON-BRK,Theft,2024-05-05,2024-06-12,2025-04-08,11,RESERVE_CHANGE,-832.4,False,Motor,London,Broker
CLM-0003895,MOT-LON-BRK,Theft,2024-05-05,2024-06-12,2025-06-07,13,PAYMENT,396.3,False,Motor,London,Broker
CLM-0003895,MOT-LON-BRK,Theft,2024-05-05,2024-06-12,2025-06-07,13,RESERVE_CHANGE,-396.3,False,Motor,London,Broker
CLM-0003895,MOT-LON-BRK,Theft,2024-05-05,2024-06-12,2025-07-18,14,RESERVE_CHANGE,-591.31,False,Motor,London,Broker
CLM-0003896,MOT-LON-BRK,Theft,2024-11-08,2024-11-18,2024-11-18,0,RESERVE_CHANGE,2300.91,False,Motor,London,Broker
CLM-0003896,MOT-LON-BRK,Theft,2024-11-08,2024-11-18,2025-04-17,5,PAYMENT,351.68,False,Motor,London,Broker
CLM-0003896,MOT-LON-BRK,Theft,2024-11-08,2024-11-18,2025-04-17,5,RESERVE_CHANGE,8.61,False,Motor,London,Broker
CLM-0003896,MOT-LON-BRK,Theft,2024-11-08,2024-11-18,2025-06-16,7,PAYMENT,1337.61,False,Motor,London,Broker
CLM-0003896,MOT-LON-BRK,Theft,2024-11-08,2024-11-18,2025-06-16,7,RESERVE_CHANGE,-1337.61,False,Motor,London,Broker
CLM-0003896,MOT-LON-BRK,Theft,2024-11-08,2024-11-18,2025-09-14,10,PAYMENT,244.9,False,Motor,London,Broker
CLM-0003896,MOT-LON-BRK,Theft,2024-11-08,2024-11-18,2025-09-14,10,RESERVE_CHANGE,-244.9,False,Motor,London,Broker
CLM-0003896,MOT-LON-BRK,Theft,2024-11-08,2024-11-18,2025-11-13,12,PAYMENT,727.01,False,Motor,London,Broker
CLM-0003896,MOT-LON-BRK,Theft,2024-11-08,2024-11-18,2025-11-13,12,RESERVE_CHANGE,-727.01,False,Motor,London,Broker
CLM-0003897,MOT-LON-BRK,TP_Injury,2024-04-17,2024-05-13,2024-05-13,0,RESERVE_CHANGE,1561.53,False,Motor,London,Broker
CLM-0003897,MOT-LON-BRK,TP_Injury,2024-04-17,2024-05-13,2025-02-07,10,PAYMENT,1550.9,False,Motor,London,Broker
CLM-0003897,MOT-LON-BRK,TP_Injury,2024-04-17,2024-05-13,2025-02-07,10,RESERVE_CHANGE,-1561.53,False,Motor,London,Broker
CLM-0003898,MOT-LON-BRK,AD,2024-11-29,2024-12-06,2024-12-06,0,RESERVE_CHANGE,9351.83,False,Motor,London,Broker
CLM-0003898,MOT-LON-BRK,AD,2024-11-29,2024-12-06,2025-01-05,2,PAYMENT,2569.04,False,Motor,London,Broker
CLM-0003898,MOT-LON-BRK,AD,2024-11-29,2024-12-06,2025-01-05,2,RESERVE_CHANGE,-3163.13,False,Motor,London,Broker
CLM-0003898,MOT-LON-BRK,AD,2024-11-29,2024-12-06,2025-03-06,4,PAYMENT,4576.13,False,Motor,London,Broker
CLM-0003898,MOT-LON-BRK,AD,2024-11-29,2024-12-06,2025-03-06,4,RESERVE_CHANGE,-4576.13,False,Motor,London,Broker
CLM-0003898,MOT-LON-BRK,AD,2024-11-29,2024-12-06,2025-10-02,11,PAYMENT,1612.57,False,Motor,London,Broker
CLM-0003898,MOT-LON-BRK,AD,2024-11-29,2024-12-06,2025-10-02,11,RESERVE_CHANGE,-1612.57,False,Motor,London,Broker
CLM-0003899,MOT-LON-BRK,AD,2024-03-15,2024-04-17,2024-04-17,0,RESERVE_CHANGE,1707.34,False,Motor,London,Broker
CLM-0003899,MOT-LON-BRK,AD,2024-03-15,2024-04-17,2025-03-13,12,PAYMENT,1608.35,False,Motor,London,Broker
CLM-0003899,MOT-LON-BRK,AD,2024-03-15,2024-04-17,2025-03-13,12,RESERVE_CHANGE,-1707.34,False,Motor,London,Broker
CLM-0003900,MOT-LON-BRK,Windscreen,2024-03-01,2024-03-05,2024-03-05,0,RESERVE_CHANGE,1483.08,False,Motor,London,Broker
CLM-0003900,MOT-LON-BRK,Windscreen,2024-03-01,2024-03-05,2024-04-04,1,PAYMENT,709.8,False,Motor,London,Broker
CLM-0003900,MOT-LON-BRK,Windscreen,2024-03-01,2024-03-05,2024-04-04,1,RESERVE_CHANGE,-653.29,False,Motor,London,Broker
CLM-0003900,MOT-LON-BRK,Windscreen,2024-03-01,2024-03-05,2024-09-01,6,PAYMENT,759.32,False,Motor,London,Broker
CLM-0003900,MOT-LON-BRK,Windscreen,2024-03-01,2024-03-05,2024-09-01,6,RESERVE_CHANGE,-759.32,False,Motor,London,Broker
CLM-0003900,MOT-LON-BRK,Windscreen,2024-03-01,2024-03-05,2024-11-11,8,RESERVE_CHANGE,-70.48,False,Motor,London,Broker
CLM-0003901,MOT-LON-BRK,Theft,2024-08-18,2024-08-18,2024-08-18,0,RESERVE_CHANGE,6348.89,False,Motor,London,Broker
CLM-0003901,MOT-LON-BRK,Theft,2024-08-18,2024-08-18,2024-09-17,1,PAYMENT,6104.25,False,Motor,London,Broker
CLM-0003901,MOT-LON-BRK,Theft,2024-08-18,2024-08-18,2024-09-17,1,RESERVE_CHANGE,-6348.89,False,Motor,London,Broker
CLM-0003902,MOT-LON-BRK,TP_Injury,2024-08-01,2024-08-05,2024-08-05,0,RESERVE_CHANGE,1619.33,False,Motor,London,Broker
CLM-0003902,MOT-LON-BRK,TP_Injury,2024-08-01,2024-08-05,2025-07-01,11,PAYMENT,1634.47,False,Motor,London,Broker
CLM-0003902,MOT-LON-BRK,TP_Injury,2024-08-01,2024-08-05,2025-07-01,11,RESERVE_CHANGE,-1619.33,False,Motor,London,Broker
CLM-0003903,MOT-LON-BRK,Windscreen,2024-09-05,2024-09-22,2024-09-22,0,RESERVE_CHANGE,2531.92,False,Motor,London,Broker
CLM-0003903,MOT-LON-BRK,Windscreen,2024-09-05,2024-09-22,2024-11-21,2,PAYMENT,1518.31,False,Motor,London,Broker
CLM-0003903,MOT-LON-BRK,Windscreen,2024-09-05,2024-09-22,2024-11-21,2,RESERVE_CHANGE,-1118.76,False,Motor,London,Broker
CLM-0003903,MOT-LON-BRK,Windscreen,2024-09-05,2024-09-22,2025-01-20,4,PAYMENT,336.39,False,Motor,London,Broker
CLM-0003903,MOT-LON-BRK,Windscreen,2024-09-05,2024-09-22,2025-01-20,4,RESERVE_CHANGE,-336.39,False,Motor,London,Broker
CLM-0003903,MOT-LON-BRK,Windscreen,2024-09-05,2024-09-22,2025-02-19,5,PAYMENT,942.97,False,Motor,London,Broker
CLM-0003903,MOT-LON-BRK,Windscreen,2024-09-05,2024-09-22,2025-02-19,5,RESERVE_CHANGE,-942.97,False,Motor,London,Broker
CLM-0003903,MOT-LON-BRK,Windscreen,2024-09-05,2024-09-22,2025-08-18,11,PAYMENT,133.8,False,Motor,London,Broker
CLM-0003903,MOT-LON-BRK,Windscreen,2024-09-05,2024-09-22,2025-08-18,11,RESERVE_CHANGE,-133.8,False,Motor,London,Broker
CLM-0003904,MOT-LON-BRK,Theft,2024-11-04,2024-11-11,2024-11-11,0,RESERVE_CHANGE,3886.75,False,Motor,London,Broker
CLM-0003904,MOT-LON-BRK,Theft,2024-11-04,2024-11-11,2024-12-11,1,PAYMENT,1051.33,False,Motor,London,Broker
CLM-0003904,MOT-LON-BRK,Theft,2024-11-04,2024-11-11,2024-12-11,1,RESERVE_CHANGE,-1627.36,False,Motor,London,Broker
CLM-0003904,MOT-LON-BRK,Theft,2024-11-04,2024-11-11,2025-03-11,4,PAYMENT,1746.08,False,Motor,London,Broker
CLM-0003904,MOT-LON-BRK,Theft,2024-11-04,2024-11-11,2025-03-11,4,RESERVE_CHANGE,-1746.08,False,Motor,London,Broker
CLM-0003904,MOT-LON-BRK,Theft,2024-11-04,2024-11-11,2025-10-07,11,PAYMENT,513.31,False,Motor,London,Broker
CLM-0003904,MOT-LON-BRK,Theft,2024-11-04,2024-11-11,2025-10-07,11,RESERVE_CHANGE,-513.31,False,Motor,London,Broker
CLM-0003905,MOT-LON-BRK,TP_Injury,2024-03-26,2024-03-30,2024-03-30,0,RESERVE_CHANGE,2977.2,False,Motor,London,Broker
CLM-0003905,MOT-LON-BRK,TP_Injury,2024-03-26,2024-03-30,2024-09-26,6,PAYMENT,75.45,False,Motor,London,Broker
CLM-0003905,MOT-LON-BRK,TP_Injury,2024-03-26,2024-03-30,2024-09-26,6,RESERVE_CHANGE,128.75,False,Motor,London,Broker
CLM-0003905,MOT-LON-BRK,TP_Injury,2024-03-26,2024-03-30,2024-09-26,6,RECOVERY,-10.11,False,Motor,London,Broker
CLM-0003905,MOT-LON-BRK,TP_Injury,2024-03-26,2024-03-30,2025-02-23,11,PAYMENT,349.87,False,Motor,London,Broker
CLM-0003905,MOT-LON-BRK,TP_Injury,2024-03-26,2024-03-30,2025-02-23,11,RESERVE_CHANGE,-349.87,False,Motor,London,Broker
CLM-0003905,MOT-LON-BRK,TP_Injury,2024-03-26,2024-03-30,2025-03-25,12,PAYMENT,1561.32,False,Motor,London,Broker
CLM-0003905,MOT-LON-BRK,TP_Injury,2024-03-26,2024-03-30,2025-03-25,12,RESERVE_CHANGE,-1561.32,False,Motor,London,Broker
CLM-0003905,MOT-LON-BRK,TP_Injury,2024-03-26,2024-03-30,2025-11-20,20,PAYMENT,1194.77,False,Motor,London,Broker
CLM-0003905,MOT-LON-BRK,TP_Injury,2024-03-26,2024-03-30,2025-11-20,20,RESERVE_CHANGE,-1194.77,False,Motor,London,Broker
CLM-0003906,MOT-LON-BRK,TP_Damage,2024-05-02,2024-05-18,2024-05-18,0,RESERVE_CHANGE,3641.87,False,Motor,London,Broker
CLM-0003906,MOT-LON-BRK,TP_Damage,2024-05-02,2024-05-18,2025-02-12,9,PAYMENT,1034.16,False,Motor,London,Broker
CLM-0003906,MOT-LON-BRK,TP_Damage,2024-05-02,2024-05-18,2025-02-12,9,RESERVE_CHANGE,-1234.92,False,Motor,London,Broker
CLM-0003906,MOT-LON-BRK,TP_Damage,2024-05-02,2024-05-18,2025-06-12,13,PAYMENT,976.08,False,Motor,London,Broker
CLM-0003906,MOT-LON-BRK,TP_Damage,2024-05-02,2024-05-18,2025-06-12,13,RESERVE_CHANGE,-976.08,False,Motor,London,Broker
CLM-0003906,MOT-LON-BRK,TP_Damage,2024-05-02,2024-05-18,2025-09-10,16,PAYMENT,1430.87,False,Motor,London,Broker
CLM-0003906,MOT-LON-BRK,TP_Damage,2024-05-02,2024-05-18,2025-09-10,16,RESERVE_CHANGE,-1430.87,False,Motor,London,Broker
CLM-0003906,MOT-LON-BRK,TP_Damage,2024-05-02,2024-05-18,2025-09-10,16,RECOVERY,-371.78,False,Motor,London,Broker
CLM-0003907,MOT-LON-BRK,Theft,2024-06-14,2024-06-15,2024-06-15,0,RESERVE_CHANGE,3229.05,False,Motor,London,Broker
CLM-0003907,MOT-LON-BRK,Theft,2024-06-14,2024-06-15,2024-07-15,1,PAYMENT,234.5,False,Motor,London,Broker
CLM-0003907,MOT-LON-BRK,Theft,2024-06-14,2024-06-15,2024-07-15,1,RESERVE_CHANGE,63.08,False,Motor,London,Broker
CLM-0003907,MOT-LON-BRK,Theft,2024-06-14,2024-06-15,2024-07-15,1,RECOVERY,-67.34,False,Motor,London,Broker
CLM-0003907,MOT-LON-BRK,Theft,2024-06-14,2024-06-15,2024-08-14,2,PAYMENT,671.92,False,Motor,London,Broker
CLM-0003907,MOT-LON-BRK,Theft,2024-06-14,2024-06-15,2024-08-14,2,RESERVE_CHANGE,-671.92,False,Motor,London,Broker
CLM-0003907,MOT-LON-BRK,Theft,2024-06-14,2024-06-15,2025-01-11,7,PAYMENT,750.45,False,Motor,London,Broker
CLM-0003907,MOT-LON-BRK,Theft,2024-06-14,2024-06-15,2025-01-11,7,RESERVE_CHANGE,-750.45,False,Motor,London,Broker
CLM-0003907,MOT-LON-BRK,Theft,2024-06-14,2024-06-15,2025-02-10,8,PAYMENT,549.6,False,Motor,London,Broker
CLM-0003907,MOT-LON-BRK,Theft,2024-06-14,2024-06-15,2025-02-10,8,RESERVE_CHANGE,-549.6,False,Motor,London,Broker
CLM-0003907,MOT-LON-BRK,Theft,2024-06-14,2024-06-15,2025-02-10,8,PAYMENT,127.29,False,Motor,London,Broker
CLM-0003907,MOT-LON-BRK,Theft,2024-06-14,2024-06-15,2025-02-10,8,RESERVE_CHANGE,-127.29,False,Motor,London,Broker
CLM-0003907,MOT-LON-BRK,Theft,2024-06-14,2024-06-15,2025-04-11,10,PAYMENT,895.18,False,Motor,London,Broker
CLM-0003907,MOT-LON-BRK,Theft,2024-06-14,2024-06-15,2025-04-11,10,RESERVE_CHANGE,-895.18,False,Motor,London,Broker
CLM-0003907,MOT-LON-BRK,Theft,2024-06-14,2024-06-15,2025-05-11,11,PAYMENT,156.05,False,Motor,London,Broker
CLM-0003907,MOT-LON-BRK,Theft,2024-06-14,2024-06-15,2025-05-11,11,RESERVE_CHANGE,-156.05,False,Motor,London,Broker
CLM-0003908,MOT-LON-BRK,TP_Injury,2024-03-21,2024-03-21,2024-03-21,0,RESERVE_CHANGE,2357.4,False,Motor,London,Broker
CLM-0003908,MOT-LON-BRK,TP_Injury,2024-03-21,2024-03-21,2024-08-18,5,PAYMENT,1147.94,False,Motor,London,Broker
CLM-0003908,MOT-LON-BRK,TP_Injury,2024-03-21,2024-03-21,2024-08-18,5,RESERVE_CHANGE,-1359.76,False,Motor,London,Broker
CLM-0003908,MOT-LON-BRK,TP_Injury,2024-03-21,2024-03-21,2025-02-14,11,PAYMENT,54.7,False,Motor,London,Broker
CLM-0003908,MOT-LON-BRK,TP_Injury,2024-03-21,2024-03-21,2025-02-14,11,RESERVE_CHANGE,-54.7,False,Motor,London,Broker
CLM-0003908,MOT-LON-BRK,TP_Injury,2024-03-21,2024-03-21,2025-05-15,14,PAYMENT,942.94,False,Motor,London,Broker
CLM-0003908,MOT-LON-BRK,TP_Injury,2024-03-21,2024-03-21,2025-05-15,14,RESERVE_CHANGE,-942.94,False,Motor,London,Broker
CLM-0003909,MOT-LON-BRK,AD,2024-12-10,2024-12-20,2024-12-20,0,RESERVE_CHANGE,2695.39,False,Motor,London,Broker
CLM-0003909,MOT-LON-BRK,AD,2024-12-10,2024-12-20,2025-02-20,2,RESERVE_CHANGE,-2695.39,False,Motor,London,Broker
CLM-0003910,MOT-LON-BRK,Theft,2024-02-12,2024-02-15,2024-02-15,0,RESERVE_CHANGE,3304.94,False,Motor,London,Broker
CLM-0003910,MOT-LON-BRK,Theft,2024-02-12,2024-02-15,2024-08-13,6,PAYMENT,214.64,False,Motor,London,Broker
CLM-0003910,MOT-LON-BRK,Theft,2024-02-12,2024-02-15,2024-08-13,6,RESERVE_CHANGE,-484.37,False,Motor,London,Broker
CLM-0003910,MOT-LON-BRK,Theft,2024-02-12,2024-02-15,2025-07-09,17,PAYMENT,2820.57,False,Motor,London,Broker
CLM-0003910,MOT-LON-BRK,Theft,2024-02-12,2024-02-15,2025-07-09,17,RESERVE_CHANGE,-2820.57,False,Motor,London,Broker
CLM-0003911,MOT-LON-BRK,TP_Damage,2024-01-07,2024-01-20,2024-01-20,0,RESERVE_CHANGE,11330.03,False,Motor,London,Broker
CLM-0003911,MOT-LON-BRK,TP_Damage,2024-01-07,2024-01-20,2024-03-20,2,PAYMENT,5309.0,False,Motor,London,Broker
CLM-0003911,MOT-LON-BRK,TP_Damage,2024-01-07,2024-01-20,2024-03-20,2,RESERVE_CHANGE,-6981.65,False,Motor,London,Broker
CLM-0003911,MOT-LON-BRK,TP_Damage,2024-01-07,2024-01-20,2024-09-16,8,PAYMENT,2109.17,False,Motor,London,Broker
CLM-0003911,MOT-LON-BRK,TP_Damage,2024-01-07,2024-01-20,2024-09-16,8,RESERVE_CHANGE,-2109.17,False,Motor,London,Broker
CLM-0003911,MOT-LON-BRK,TP_Damage,2024-01-07,2024-01-20,2025-05-14,16,PAYMENT,2208.16,False,Motor,London,Broker
CLM-0003911,MOT-LON-BRK,TP_Damage,2024-01-07,2024-01-20,2025-05-14,16,RESERVE_CHANGE,-2208.16,False,Motor,London,Broker
CLM-0003911,MOT-LON-BRK,TP_Damage,2024-01-07,2024-01-20,2025-11-10,22,PAYMENT,31.04,False,Motor,London,Broker
CLM-0003911,MOT-LON-BRK,TP_Damage,2024-01-07,2024-01-20,2025-11-10,22,RESERVE_CHANGE,-31.04,False,Motor,London,Broker
CLM-0003912,MOT-LON-BRK,Windscreen,2024-01-03,2024-01-08,2024-01-08,0,RESERVE_CHANGE,2711.75,False,Motor,London,Broker
CLM-0003912,MOT-LON-BRK,Windscreen,2024-01-03,2024-01-08,2024-09-04,8,PAYMENT,2431.05,False,Motor,London,Broker
CLM-0003912,MOT-LON-BRK,Windscreen,2024-01-03,2024-01-08,2024-09-04,8,RESERVE_CHANGE,-2711.75,False,Motor,London,Broker
CLM-0003913,MOT-LON-BRK,Theft,2024-10-25,2024-11-03,2024-11-03,0,RESERVE_CHANGE,12951.18,False,Motor,London,Broker
CLM-0003913,MOT-LON-BRK,Theft,2024-10-25,2024-11-03,2025-06-01,8,PAYMENT,11533.33,False,Motor,London,Broker
CLM-0003913,MOT-LON-BRK,Theft,2024-10-25,2024-11-03,2025-06-01,8,RESERVE_CHANGE,-12951.18,False,Motor,London,Broker
CLM-0003914,MOT-LON-BRK,TP_Damage,2024-08-30,2024-09-12,2024-09-12,0,RESERVE_CHANGE,4420.31,False,Motor,London,Broker
CLM-0003914,MOT-LON-BRK,TP_Damage,2024-08-30,2024-09-12,2024-11-11,3,PAYMENT,1302.95,False,Motor,London,Broker
CLM-0003914,MOT-LON-BRK,TP_Damage,2024-08-30,2024-09-12,2024-11-11,3,RESERVE_CHANGE,-2009.2,False,Motor,London,Broker
CLM-0003914,MOT-LON-BRK,TP_Damage,2024-08-30,2024-09-12,2024-12-11,4,PAYMENT,1046.56,False,Motor,London,Broker
CLM-0003914,MOT-LON-BRK,TP_Damage,2024-08-30,2024-09-12,2024-12-11,4,RESERVE_CHANGE,-1046.56,False,Motor,London,Broker
CLM-0003914,MOT-LON-BRK,TP_Damage,2024-08-30,2024-09-12,2025-07-09,11,PAYMENT,455.9,False,Motor,London,Broker
CLM-0003914,MOT-LON-BRK,TP_Damage,2024-08-30,2024-09-12,2025-07-09,11,RESERVE_CHANGE,-455.9,False,Motor,London,Broker
CLM-0003914,MOT-LON-BRK,TP_Damage,2024-08-30,2024-09-12,2025-08-06,12,RESERVE_CHANGE,-908.65,False,Motor,London,Broker
CLM-0003915,MOT-LON-BRK,TP_Damage,2024-11-25,2024-11-29,2024-11-29,0,RESERVE_CHANGE,2120.62,False,Motor,London,Broker
CLM-0003915,MOT-LON-BRK,TP_Damage,2024-11-25,2024-11-29,2025-11-24,12,PAYMENT,249.06,False,Motor,London,Broker
